Date,AMZN,AAPL
2016-12-22,38.317001,26.954
2016-12-23,38.029499,27.007309000000003
2016-12-27,38.57,27.178827000000002
2016-12-28,38.606499,27.062931
2016-12-29,38.2575,27.055983
2016-12-30,37.4935,26.845058
2017-01-03,37.683498,26.921546999999997
2017-01-04,37.859001,26.891416999999997
2017-01-05,39.022498999999996,27.028162
2017-01-06,39.7995,27.329487
2017-01-09,39.846001,27.579807000000002
2017-01-10,39.794998,27.60762
2017-01-11,39.951,27.755962
2017-01-12,40.681999,27.640068
2017-01-13,40.856998,27.591396000000003
2017-01-17,40.486,27.813908
2017-01-18,40.374001,27.811590000000002
2017-01-19,40.452,27.76292
2017-01-20,40.4165,27.813908
2017-01-23,40.894001,27.832451000000002
2017-01-24,41.122002,27.806960999999998
2017-01-25,41.826,28.249664000000003
2017-01-26,41.9575,28.263567
2017-01-27,41.788502,28.265881
2017-01-30,41.519001,28.191713
2017-01-31,41.174,28.126818
2017-02-01,41.6175,29.842009
2017-02-02,41.997501,29.791017999999998
2017-02-03,40.509997999999996,29.918495
2017-02-06,40.382,30.198952000000002
2017-02-07,40.625,30.486361
2017-02-08,40.9855,30.604578000000004
2017-02-09,41.068001,30.825718
2017-02-10,41.373001,30.755886
2017-02-13,41.8265,31.028242
2017-02-14,41.8195,31.430962
2017-02-15,42.134997999999996,31.545030999999998
2017-02-16,42.207001,31.507782000000002
2017-02-17,42.253502000000005,31.593921999999996
2017-02-21,42.821999,31.822052000000003
2017-02-22,42.780499,31.917488
2017-02-23,42.609501,31.782475
2017-02-24,42.262001,31.812744
2017-02-27,42.431999,31.875590999999996
2017-02-28,42.251999,31.889563
2017-03-01,42.653999,32.541367
2017-03-02,42.445499,32.348152
2017-03-03,42.493999,32.539032
2017-03-06,42.330502,32.436611
2017-03-07,42.300999,32.478522999999996
2017-03-08,42.525002,32.357464
2017-03-09,42.650002,32.28297
2017-03-10,42.623001,32.390049
2017-03-13,42.7295,32.404015
2017-03-14,42.626499,32.355133
2017-03-15,42.648499,32.697338
2017-03-16,42.671001000000004,32.750865999999995
2017-03-17,42.615501,32.587933
2017-03-20,42.848499,32.930115
2017-03-21,42.16,32.552994
2017-03-22,42.403,32.920799
2017-03-23,42.368999,32.804417
2017-03-24,42.280499,32.739243
2017-03-27,42.341,32.795101
2017-03-28,42.799999,33.47485
2017-03-29,43.716,33.549332
2017-03-30,43.817001,33.505103999999996
2017-03-31,44.327,33.442245
2017-04-03,44.5755,33.451561
2017-04-04,45.341499,33.700641999999995
2017-04-05,45.464001,33.526053999999995
2017-04-06,44.914001,33.442245
2017-04-07,44.743999,33.367764
2017-04-10,45.352001,33.32819
2017-04-11,45.118,32.9697
2017-04-12,44.811501,33.009274
2017-04-13,44.233501000000004,32.834675
2017-04-17,45.099499,33.016242999999996
2017-04-18,45.188999,32.869602
2017-04-19,44.959998999999996,32.748543
2017-04-20,45.103001,33.158249
2017-04-21,44.926497999999995,33.118683000000004
2017-04-24,45.370499,33.437591999999995
2017-04-25,45.381001,33.644775
2017-04-26,45.4645,33.446907
2017-04-27,45.918999,33.472522999999995
2017-04-28,46.2495,33.439915
2017-05-01,47.411499,34.121986
2017-05-02,47.347,34.33847
2017-05-03,47.051497999999995,34.233727
2017-05-04,46.876499,34.110359
2017-05-05,46.7075,34.676029
2017-05-08,47.452,35.618813
2017-05-09,47.640999,35.846951000000004
2017-05-10,47.447497999999996,35.677013
2017-05-11,47.381001,35.98555
2017-05-12,48.067501,36.488113
2017-05-15,47.898499,36.394615
2017-05-16,48.303501000000004,36.340862
2017-05-17,47.237999,35.120682
2017-05-18,47.9245,35.655986999999996
2017-05-19,47.992001,35.777519
2017-05-22,48.533501,35.994911
2017-05-23,48.577,35.9505
2017-05-24,49.017502,35.842979
2017-05-25,49.668999,35.966873
2017-05-26,49.789001,35.906078
2017-05-30,49.834998999999996,35.920113
2017-05-31,49.730999,35.707394
2017-06-01,49.797501000000004,35.805572999999995
2017-06-02,50.336498,36.336182
2017-06-05,50.567001,35.980885
2017-06-06,50.150002,36.102436
2017-06-07,50.503502000000005,36.317482
2017-06-08,50.5135,36.228653
2017-06-09,48.915501,34.823826000000004
2017-06-12,48.245499,33.99168
2017-06-13,49.039501,34.265167
2017-06-14,48.823502000000005,33.930912
2017-06-15,48.2085,33.727534999999996
2017-06-16,49.385502,33.255383
2017-06-19,49.758499,34.206738
2017-06-20,49.629501,33.89584
2017-06-21,50.1115,34.096874
2017-06-22,50.064999,34.040764
2017-06-23,50.187,34.192707
2017-06-26,49.699001,34.085190000000004
2017-06-27,48.839001,33.596634
2017-06-28,49.516498999999996,34.087528000000006
2017-06-29,48.796501,33.584961
2017-06-30,48.400002,33.66444
2017-07-03,47.682999,33.542877000000004
2017-07-05,48.57,33.68079
2017-07-06,48.257,33.362907
2017-07-07,48.938,33.701832
2017-07-10,49.823502000000005,33.907536
2017-07-11,49.706501,34.017387
2017-07-12,50.3255,34.06649
2017-07-13,50.031502,34.541
2017-07-14,50.0905,34.837849
2017-07-17,50.501999,34.959412
2017-07-18,51.2225,35.080959
2017-07-19,51.343498,35.300678000000005
2017-07-20,51.435001,35.14172
2017-07-21,51.283501,35.125374
2017-07-24,51.947497999999996,35.550785
2017-07-25,51.9935,35.702721000000004
2017-07-26,52.639998999999996,35.871025
2017-07-27,52.299999,35.19315
2017-07-28,51.001999,34.945377
2017-07-31,49.389,34.765384999999995
2017-08-01,49.809502,35.073944
2017-08-02,49.794498,36.731213000000004
2017-08-03,49.346001,36.364235
2017-08-04,49.379002,36.555904
2017-08-07,49.613499,37.121574
2017-08-08,49.492001,37.418438
2017-08-09,49.100497999999995,37.647511
2017-08-10,47.846001,36.448368
2017-08-11,48.399502000000005,36.955242
2017-08-14,49.165001000000004,37.511414
2017-08-15,49.137001,37.922084999999996
2017-08-16,48.909,37.769539
2017-08-17,48.0285,37.044418
2017-08-18,47.9235,36.959927
2017-08-21,47.664501,36.891890999999994
2017-08-22,48.345001,37.494987
2017-08-23,47.900002,37.541903999999995
2017-08-24,47.622501,37.375294
2017-08-25,47.263,37.513740999999996
2017-08-28,47.300999,37.89156
2017-08-29,47.702999,38.229485
2017-08-30,48.379501,38.332733000000005
2017-08-31,49.029999,38.485268
2017-09-01,48.912498,38.496998
2017-09-05,48.2635,38.034706
2017-09-06,48.389998999999996,37.994820000000004
2017-09-07,48.973499,37.842278
2017-09-08,48.294998,37.225109
2017-09-11,48.897999,37.898598
2017-09-12,49.129002,37.748416999999996
2017-09-13,49.98,37.464473999999996
2017-09-14,49.6105,37.142975
2017-09-15,49.3395,37.518436
2017-09-18,48.709499,37.234489
2017-09-19,48.493,37.248573
2017-09-20,48.6605,36.624367
2017-09-21,48.232498,35.995461
2017-09-22,47.755001,35.643448
2017-09-25,46.989498,35.328998999999996
2017-09-26,46.93,35.936797999999996
2017-09-27,47.543499,36.192577
2017-09-28,47.82,35.96965
2017-09-29,48.067501,36.166767
2017-10-02,47.959499,36.094021000000005
2017-10-03,47.855,36.251247
2017-10-04,48.272498999999996,36.016582
2017-10-05,49.0425,36.464797999999995
2017-10-06,49.479,36.443672
2017-10-09,49.5495,36.570384999999995
2017-10-10,49.360001000000004,36.584476
2017-10-11,49.75,36.737010999999995
2017-10-12,50.046501,36.607933
2017-10-13,50.146999,36.840271
2017-10-16,50.317001,37.518436
2017-10-17,50.456501,37.656895
2017-10-18,49.849998,37.490288
2017-10-19,49.330502,36.603245
2017-10-20,49.1455,36.666603
2017-10-23,48.314999,36.647831
2017-10-24,48.794998,36.866077000000004
2017-10-25,48.6455,36.704147
2017-10-26,48.621497999999995,36.938828
2017-10-27,55.047501000000004,38.262333
2017-10-30,55.5425,39.123569
