0,mag,lat,lon,rad,ago
2021-02-03 19:49:12.040,5.0,-6.2051,147.4046,40.74,79
2021-02-03 20:57:09.905,4.6,-39.0027,178.5981,10.0,79
2021-02-03 21:33:40.600,4.5,2.4722,95.9412,10.0,79
2021-02-03 23:09:09.464,4.6,43.6076,-28.7657,10.0,79
2021-02-04 00:26:02.621,4.6,-36.5188,-98.87,10.0,80
2021-02-04 00:46:40.816,4.9,-64.7563,176.8493,10.0,80
2021-02-04 04:09:29.605,4.5,-0.3901,135.3461,10.0,80
2021-02-04 06:28:00.899,4.6,-15.3937,-173.1057,10.0,80
2021-02-04 08:06:24.059,5.1,28.7477,87.3607,10.0,80
2021-02-04 08:28:28.571,4.8,-4.725,152.6517,61.86,80
2021-02-04 10:48:12.382,5.1,14.6073,118.8313,20.67,80
2021-02-04 11:14:03.056,5.4,21.6194,121.8954,10.0,80
2021-02-04 15:14:26.978,5.7,-22.622,171.9411,10.0,80
2021-02-04 20:02:04.030,4.5,36.7848,76.829,93.66,80
2021-02-04 22:27:37.027,5.0,44.3922,147.6771,82.46,80
2021-02-04 23:53:52.713,4.6,-4.8515,151.7381,143.22,81
2021-02-05 01:00:43.233,5.1,14.5393,123.0159,10.0,81
2021-02-05 01:08:40.294,4.5,14.4849,123.1486,10.0,81
2021-02-05 02:30:02.617,4.5,14.3807,123.0941,10.0,81
2021-02-05 02:48:57.327,5.0,-20.1471,170.0975,47.98,81
2021-02-05 02:49:49.484,4.8,11.9022,120.7811,10.0,81
2021-02-05 02:53:52.231,4.5,-31.6151,-177.9624,10.0,81
2021-02-05 02:57:26.370,4.7,-15.6508,-176.9812,10.0,81
2021-02-05 10:07:54.255,4.7,-4.1349,150.4128,439.55,81
2021-02-05 10:53:34.641,4.5,6.827,-73.0564,152.92,81
2021-02-05 12:07:57.947,4.5,-4.5002,102.2208,52.88,81
2021-02-05 15:29:34.652,4.8,12.3765,-86.7634,148.47,81
2021-02-05 18:36:10.512,5.1,40.4948,45.3546,10.0,81
2021-02-05 18:41:34.243,5.4,-22.7765,171.7284,10.0,81
2021-02-05 23:34:45.998,5.2,-0.2165,124.4574,54.3,82
2021-02-06 00:24:07.625,4.7,-42.7764,-82.4905,10.0,82
2021-02-06 01:32:30.177,4.5,-21.3543,-177.9025,337.04,82
2021-02-06 02:55:21.059,4.7,-10.9786,-77.8094,68.15,82
2021-02-06 07:27:17.873,4.8,-23.5534,-175.4638,10.0,82
2021-02-06 07:40:34.678,5.2,-23.3708,-175.5639,35.0,82
2021-02-06 10:05:02.490,4.99,19.156,-64.8158,78.0,82
2021-02-06 10:43:16.284,4.6,4.1354,-82.7696,10.0,82
2021-02-06 13:21:12.989,4.6,7.5349,126.6515,75.0,82
2021-02-06 17:54:28.667,4.5,38.5863,93.7853,10.0,82
2021-02-06 19:09:49.572,4.5,-20.6949,-65.9255,357.57,82
2021-02-06 20:36:02.316,5.4,24.6418,122.6816,106.46,82
2021-02-06 21:39:50.270,4.8,54.7143,-161.2781,49.96,82
2021-02-07 02:28:52.931,4.8,6.7403,125.0842,16.53,83
2021-02-07 04:56:52.310,5.0,-20.7555,-177.4664,369.43,83
2021-02-07 05:25:06.293,4.9,-17.1476,-174.3459,154.0,83
2021-02-07 05:58:20.364,5.0,-22.8261,172.0304,10.0,83
2021-02-07 06:31:33.045,4.6,12.2459,143.4469,10.0,83
2021-02-07 07:04:41.288,5.0,-54.813,-135.9412,10.0,83
2021-02-07 07:22:56.507,6.0,6.7833,125.2056,15.55,83
2021-02-07 08:45:52.249,6.3,-3.2929,146.0591,10.0,83
2021-02-07 12:26:56.210,4.5,-24.3076,-67.0125,177.64,83
2021-02-07 15:25:33.730,4.7,-23.0214,171.8114,10.0,83
2021-02-08 00:57:37.202,4.6,-3.0553,129.2239,10.0,84
2021-02-08 02:18:47.017,4.8,-16.1465,-173.2521,10.0,84
2021-02-08 03:00:42.562,5.6,5.7167,127.051,51.1,84
2021-02-08 04:12:28.351,4.8,-9.3,111.347,40.47,84
2021-02-08 08:56:47.832,4.5,14.2047,-94.0542,10.0,84
2021-02-08 09:39:59.114,4.9,-34.556,-178.4274,21.45,84
2021-02-08 09:56:19.438,4.9,-15.6234,-173.7076,32.36,84
2021-02-08 10:54:12.171,4.8,14.5789,118.8956,10.0,84
2021-02-08 11:06:19.448,5.5,-30.2486,-179.4181,340.09,84
2021-02-08 11:59:02.484,5.0,-9.0577,157.5687,10.0,84
2021-02-08 15:34:20.683,5.1,-5.361,145.9113,64.36,84
2021-02-08 17:24:01.433,5.0,42.3211,144.9477,40.77,84
2021-02-08 19:13:12.943,4.6,-20.9856,-178.8661,626.74,84
2021-02-08 19:56:31.089,5.1,24.3748,122.3914,63.14,84
2021-02-08 19:58:04.000,5.2,24.3925,122.0533,30.92,84
2021-02-08 23:08:09.056,5.1,-18.9292,-172.6934,10.0,84
2021-02-09 00:04:09.555,4.7,5.5713,-82.7898,10.0,85
2021-02-09 00:10:59.747,5.1,-16.474,-72.0477,103.95,85
2021-02-09 01:35:39.972,4.5,43.5338,146.5466,86.04,85
2021-02-09 02:24:39.944,5.0,11.9833,120.8296,10.0,85
2021-02-09 03:17:51.290,4.9,-52.8613,27.7845,10.0,85
2021-02-09 04:22:24.447,4.9,-10.4821,161.4152,35.0,85
2021-02-09 04:40:55.888,5.1,-5.4478,-77.3292,10.63,85
2021-02-09 05:51:14.239,5.0,19.102,121.1676,34.92,85
2021-02-09 05:55:47.985,5.6,-5.1821,151.7511,53.0,85
2021-02-09 06:39:28.740,4.9,30.0669,130.9986,35.0,85
2021-02-09 07:37:50.480,4.5,9.4814,-85.6366,10.0,85
2021-02-09 07:48:21.168,4.8,41.3377,143.4866,39.48,85
2021-02-09 10:07:58.892,5.2,31.352,140.6425,76.14,85
2021-02-09 10:24:47.614,5.2,-6.3997,129.8761,166.21,85
2021-02-09 14:28:20.615,4.8,-18.6278,-69.9874,96.14,85
2021-02-09 15:47:32.483,4.5,-6.4249,130.0,172.09,85
2021-02-09 18:51:55.870,4.8,38.6148,31.589,10.0,85
2021-02-10 01:29:49.007,5.1,-50.1317,119.8022,10.0,86
2021-02-10 02:25:47.265,4.5,-1.1479,28.6334,10.0,86
2021-02-10 11:22:32.092,5.7,-13.5934,-111.5909,10.0,86
2021-02-10 11:47:40.295,5.0,12.9485,-88.4204,91.57,86
2021-02-10 13:03:13.359,5.1,4.9077,127.3783,113.96,86
2021-02-10 13:15:34.630,5.1,-5.6097,101.6902,10.0,86
2021-02-10 13:21:32.774,5.1,-5.6245,101.6833,10.0,86
2021-02-10 15:24:21.709,6.0,-22.8608,171.6454,10.0,86
2021-02-10 15:32:11.852,5.7,-22.5523,171.4567,10.0,86
2021-02-10 15:52:27.660,6.2,-5.6626,101.6647,10.0,86
2021-02-10 16:02:00.059,6.1,-22.7819,171.5776,10.0,86
2021-02-10 16:19:55.905,7.7,-23.0542,171.6008,10.0,86
2021-02-10 16:57:18.338,5.2,-22.6348,171.5387,10.0,86
2021-02-10 17:18:20.352,5.6,-22.6942,171.7785,10.0,86
2021-02-10 17:30:24.547,5.0,-22.7878,172.0663,10.0,86
2021-02-10 17:37:22.040,5.2,-22.7176,171.5166,10.0,86
2021-02-10 17:49:57.457,5.1,-22.923,170.8756,10.0,86
2021-02-10 17:59:37.107,5.1,-22.7553,172.0277,10.0,86
2021-02-10 18:24:09.325,4.5,31.315,139.9207,119.21,86
2021-02-10 18:44:30.752,4.9,-22.718,171.5076,10.0,86
2021-02-10 19:12:58.742,4.6,-3.3373,139.6088,55.63,86
2021-02-10 19:19:36.151,4.9,-22.9325,171.3131,10.0,86
2021-02-10 19:35:23.191,6.1,-22.8384,171.0768,10.0,86
2021-02-10 19:47:08.326,5.1,-22.8965,171.0215,10.0,86
2021-02-10 19:52:21.304,4.9,-22.8601,171.5554,10.0,86
2021-02-10 19:53:54.227,5.2,-22.7377,171.5727,10.0,86
2021-02-10 20:00:50.078,5.0,-22.771,171.2583,10.0,86
2021-02-10 20:24:35.478,5.2,-23.303,171.5116,10.0,86
2021-02-10 20:25:50.085,5.6,-22.7319,171.7213,10.0,86
2021-02-10 20:30:24.927,4.8,-22.8069,-179.7602,576.17,86
2021-02-10 20:53:00.116,4.6,-23.5091,-179.6783,545.63,86
2021-02-10 21:36:41.477,6.1,-22.7734,171.1464,10.0,86
2021-02-10 22:00:14.511,5.1,-23.5763,171.6704,10.0,86
2021-02-10 22:13:58.639,5.1,-23.1952,171.9023,10.0,86
2021-02-10 22:36:13.651,4.5,26.4752,126.6321,103.93,86
2021-02-10 22:56:15.819,5.3,-22.7955,171.2397,10.0,86
2021-02-10 23:10:35.365,4.9,-23.0829,171.8192,10.0,86
2021-02-10 23:18:29.314,5.2,-31.7346,-71.4068,48.67,86
2021-02-10 23:41:39.873,5.1,-23.2675,171.7709,10.0,87
2021-02-10 23:45:14.819,5.3,-22.7615,171.0686,10.0,87
2021-02-11 00:17:51.240,5.2,-23.1036,171.3565,10.0,87
2021-02-11 00:23:59.743,6.4,-23.2604,171.621,10.0,87
2021-02-11 00:36:03.762,5.5,-23.4662,171.5903,10.0,87
2021-02-11 00:40:35.101,5.6,-23.213,171.5677,10.0,87
2021-02-11 00:50:00.361,5.3,-23.3062,171.5985,10.0,87
2021-02-11 00:57:12.159,5.3,-22.8373,171.2467,10.0,87
2021-02-11 01:03:44.726,5.2,-23.246,171.5699,10.0,87
2021-02-11 01:31:07.267,4.6,37.9787,69.6015,10.0,87
2021-02-11 01:38:02.595,5.1,-22.5967,171.2109,10.0,87
2021-02-11 01:54:18.960,5.4,-23.157,171.6385,10.0,87
2021-02-11 02:26:27.326,5.2,-23.066,171.8876,10.0,87
2021-02-11 02:32:47.002,5.3,-22.8693,171.7641,10.0,87
2021-02-11 02:43:21.946,5.1,-23.2063,171.6824,10.0,87
2021-02-11 02:45:15.898,5.9,-23.2041,171.6565,10.0,87
2021-02-11 03:13:20.218,4.7,-22.9221,171.2521,10.0,87
2021-02-11 03:14:47.365,5.9,-23.2175,171.6905,10.0,87
2021-02-11 04:02:03.924,5.2,-23.1806,171.6929,10.0,87
2021-02-11 04:24:39.171,5.4,-22.614,171.659,10.0,87
2021-02-11 05:24:20.031,5.2,-23.1473,171.7693,10.0,87
2021-02-11 05:40:50.573,4.8,11.7796,-86.9275,58.35,87
2021-02-11 07:09:44.393,5.2,-23.1563,171.5978,10.0,87
2021-02-11 07:15:16.283,5.8,-22.7665,170.917,6.43,87
2021-02-11 07:58:50.461,4.9,-22.4493,170.9588,10.0,87
2021-02-11 09:52:28.086,6.0,-23.4143,171.8212,10.0,87
2021-02-11 10:18:40.647,5.5,-23.2776,171.9163,10.0,87
2021-02-11 10:23:06.336,5.5,-22.8486,171.8024,10.0,87
2021-02-11 10:56:05.421,5.2,-23.3543,171.73,10.0,87
2021-02-11 11:22:10.605,5.9,-22.8574,171.2408,10.0,87
2021-02-11 11:39:13.373,5.7,-23.2704,171.6588,10.0,87
2021-02-11 12:27:53.591,5.0,-23.4607,171.7716,10.0,87
2021-02-11 12:39:52.592,5.0,-23.1779,171.9257,10.0,87
2021-02-11 14:19:26.660,5.6,-23.0999,172.0144,10.0,87
2021-02-11 14:46:08.824,4.7,-22.6282,171.0463,10.0,87
2021-02-11 15:16:38.356,5.0,-23.2294,171.8981,10.0,87
2021-02-11 15:21:21.721,4.9,1.0566,126.3329,42.07,87
2021-02-11 15:44:25.687,4.9,-22.7122,171.2471,10.0,87
2021-02-11 16:35:02.757,4.8,13.5844,120.8587,147.56,87
2021-02-11 17:01:27.537,4.6,-39.8307,-71.9703,10.0,87
2021-02-11 17:55:08.579,5.1,-22.8047,171.6926,10.0,87
2021-02-11 18:09:34.333,4.9,-5.8953,101.794,23.32,87
2021-02-11 19:13:54.575,4.9,-23.072,172.111,10.0,87
2021-02-11 19:43:55.074,5.0,-22.5911,171.1138,10.0,87
2021-02-11 19:52:32.936,5.1,-22.725,171.6618,10.0,87
2021-02-11 20:21:09.321,5.1,-23.2281,171.5022,10.0,87
2021-02-11 21:04:56.897,5.2,-23.3169,171.782,10.0,87
2021-02-11 22:02:39.018,5.0,-23.4993,171.8487,10.0,87
2021-02-11 22:20:39.029,5.1,-22.57,171.5005,10.0,87
2021-02-11 23:05:53.482,5.2,-22.6266,171.1764,10.0,87
2021-02-12 00:09:49.173,4.6,53.8212,160.4108,50.72,88
2021-02-12 00:16:03.605,4.9,-22.6264,171.2677,10.0,88
2021-02-12 01:02:36.203,5.1,-22.7759,171.607,10.0,88
2021-02-12 01:10:35.341,4.9,34.7236,45.3541,10.0,88
2021-02-12 04:01:29.539,4.9,-22.4147,171.255,10.0,88
2021-02-12 04:57:26.673,4.5,6.851,-73.01,146.02,88
2021-02-12 06:37:35.826,4.9,19.1222,121.2347,46.85,88
2021-02-12 06:37:56.097,4.6,41.4106,33.5263,10.0,88
2021-02-12 06:47:44.982,5.2,-22.4719,171.0821,10.0,88
2021-02-12 06:54:10.119,4.5,-40.1293,174.1071,128.88,88
2021-02-12 07:05:59.752,5.3,-23.2689,171.48,10.0,88
2021-02-12 07:52:26.083,4.9,30.0497,131.1241,37.85,88
2021-02-12 08:05:09.735,4.5,-9.274,111.2112,59.54,88
2021-02-12 09:46:58.478,4.9,-61.7669,-55.8579,10.0,88
2021-02-12 10:46:33.296,4.6,24.8156,122.5714,10.0,88
2021-02-12 10:49:35.036,5.2,-23.2422,171.2395,10.0,88
2021-02-12 11:33:53.948,5.0,-23.3632,171.1147,10.0,88
2021-02-12 12:50:22.886,4.5,-30.7253,-71.4734,40.17,88
2021-02-12 13:04:03.989,5.2,-22.5177,171.7203,10.0,88
2021-02-12 13:06:01.721,5.7,-23.2203,171.5671,10.0,88
2021-02-12 13:34:13.551,5.3,-23.3872,171.7191,10.0,88
2021-02-12 14:05:38.484,5.3,-23.2937,171.6305,10.0,88
2021-02-12 15:49:37.588,4.6,-1.048,131.0616,10.36,88
2021-02-12 17:54:23.061,5.3,-23.2028,171.7639,10.0,88
2021-02-12 20:01:34.628,5.9,38.1316,73.5686,91.62,88
2021-02-12 21:27:11.589,4.5,-7.3888,128.4663,129.6,88
2021-02-12 22:51:29.801,4.6,-21.6076,174.1853,10.0,88
2021-02-12 23:50:41.891,4.6,-5.2296,142.872,48.16,89
2021-02-12 23:55:16.581,5.2,-23.2629,171.7743,10.0,89
2021-02-13 00:53:44.043,4.6,-6.4258,130.0407,152.55,89
2021-02-13 07:02:03.118,5.0,11.8137,143.723,25.69,89
2021-02-13 07:18:25.080,5.0,-6.3242,103.6061,29.07,89
2021-02-13 07:30:56.150,5.2,-6.328,103.6581,31.15,89
2021-02-13 08:09:12.552,4.9,-23.3136,171.5909,10.0,89
2021-02-13 08:15:21.905,4.9,-23.0283,171.6582,10.0,89
2021-02-13 08:18:33.479,5.3,-4.0956,-80.1547,71.44,89
2021-02-13 08:19:51.545,4.5,-23.1356,172.1841,10.0,89
2021-02-13 14:29:23.856,4.9,40.0265,44.4592,10.0,89
2021-02-13 15:25:24.604,4.6,4.7493,126.6968,51.8,89
2021-02-13 16:06:45.892,5.0,-11.5294,166.6134,35.48,89
2021-02-13 16:08:55.098,5.3,57.1226,-155.0514,39.3,89
2021-02-13 17:07:50.656,7.1,37.7537,141.7225,50.61,89
2021-02-13 17:36:42.950,4.9,37.6252,141.6579,59.83,89
2021-02-13 17:51:42.118,5.3,37.6811,141.7517,50.28,89
2021-02-13 18:19:14.287,4.7,-10.5012,123.4803,48.18,89
2021-02-13 18:33:57.936,6.0,-7.2933,149.3972,51.75,89
2021-02-13 19:26:43.076,4.5,-24.1942,179.5407,662.1,89
2021-02-13 21:25:28.868,5.2,39.1271,142.4521,48.24,89
2021-02-13 21:49:42.181,5.2,-20.4982,-70.5714,30.87,89
