DATE,consump,gov1exp,gov2exp,invest,netexp,gdp,nonfinloan,constructloan
2011-08-01,,,,,,,,3493.0238
2011-09-01,,,,,,,,3490.2678
2011-10-01,104.954,3960.946,2365.743,2373.743,-598.149,15785.312,23639.969,3499.0957
2011-11-01,,,,,,,,3503.6088
2011-12-01,,,,,,,,3494.9634
2012-01-01,105.561,3897.966,2373.071,2429.596,-614.716,15973.881,23697.988,3510.3605
2012-02-01,,,,,,,,3539.7632
2012-03-01,,,,,,,,3544.4029
2012-04-01,105.884,3889.373,2388.087,2489.145,-580.908,16121.851,23808.389,3540.385
2012-05-01,,,,,,,,3538.7985
2012-06-01,,,,,,,,3528.3851
2012-07-01,106.231,3873.01,2382.926,2482.018,-535.18,16227.939,23945.229,3525.947
2012-08-01,,,,,,,,3527.1713
2012-09-01,,,,,,,,3531.1917
2012-10-01,106.803,3965.885,2395.54,2462.188,-531.843,16297.349,24206.884,3527.5073
2012-11-01,,,,,,,,3554.2799
2012-12-01,,,,,,,,3550.685
2013-01-01,107.183,3852.05,2401.463,2543.046,-519.513,16475.44,24245.502,3559.6018
2013-02-01,,,,,,,,3554.465
2013-03-01,,,,,,,,3549.0271
2013-04-01,107.227,3855.707,2418.513,2574.289,-514.719,16541.39,24402.811,3552.6908
2013-05-01,,,,,,,,3545.1946
2013-06-01,,,,,,,,3544.0083
2013-07-01,107.623,3870.124,2434.239,2656.785,-492.902,16749.349,24685.651,3538.1029
2013-08-01,,,,,,,,3528.1016
2013-09-01,,,,,,,,3527.346
2013-10-01,108.086,3859.134,2432.542,2692.039,-440.885,16999.888,24843.188,3524.342
2013-11-01,,,,,,,,3528.9141
2013-12-01,,,,,,,,3531.7658
2014-01-01,108.651,3914.218,2447.328,2652.508,-516.444,17031.324,25001.158,3535.0979
2014-02-01,,,,,,,,3546.4991
2014-03-01,,,,,,,,3561.4445
2014-04-01,109.133,3969.62,2483.726,2750.629,-512.654,17320.921,25313.039,3573.7761
2014-05-01,,,,,,,,3581.6259
2014-06-01,,,,,,,,3597.5739
2014-07-01,109.453,3999.109,2523.709,2826.445,-489.127,17622.257,25607.354,3605.5159
2014-08-01,,,,,,,,3616.2585
2014-09-01,,,,,,,,3619.8502
2014-10-01,109.381,3991.533,2544.693,2817.341,-519.811,17735.933,25888.567,3621.1525
2014-11-01,,,,,,,,3626.6055
2014-12-01,,,,,,,,3638.6495
2015-01-01,108.944,4013.627,2547.736,2905.429,-538.223,17874.715,26101.081,3652.9707
2015-02-01,,,,,,,,3676.6511
2015-03-01,,,,,,,,3711.5203
2015-04-01,109.407,3974.941,2600.778,2911.295,-507.064,18093.224,26504.017,3720.2898
2015-05-01,,,,,,,,3729.9017
2015-06-01,,,,,,,,3747.8287
2015-07-01,109.759,4130.867,2623.431,2925.506,-530.779,18227.689,26733.199,3762.2662
2015-08-01,,,,,,,,3777.4816
2015-09-01,,,,,,,,3795.4477
2015-10-01,109.804,4126.69,2631.229,2879.193,-520.103,18287.226,26955.543,3812.8255
2015-11-01,,,,,,,,3846.5962
2015-12-01,,,,,,,,3871.0592
2016-01-01,109.981,4176.842,2650.478,2849.839,-526.236,18325.187,27236.607,3889.728
2016-02-01,,,,,,,,3917.0812
2016-03-01,,,,,,,,3944.7628
2016-04-01,110.55,4164.494,2673.472,2830.237,-501.567,18538.039,27550.841,3959.9659
2016-05-01,,,,,,,,3986.4718
2016-06-01,,,,,,,,4006.8312
2016-07-01,111.029,4232.902,2691.437,2847.246,-492.834,18729.13,27895.222,4031.585
2016-08-01,,,,,,,,4053.4353
2016-09-01,,,,,,,,4074.8017
2016-10-01,111.577,4266.22,2712.709,2905.72,-564.32,18905.545,28108.44,4098.3063
2016-11-01,,,,,,,,4109.4836
2016-12-01,,,,,,,,4117.5137
2017-01-01,112.192,4320.538,2737.536,2896.996,-582.844,19057.705,28421.574,4132.2395
