DATE,DEXUSUK
1990-01-15,
1990-01-16,1.657
1990-01-17,1.6495
1990-01-18,1.6445
1990-01-19,1.6465
1990-01-22,1.639
1990-01-23,1.649
1990-01-24,1.655
1990-01-25,1.6572
1990-01-26,1.657
1990-01-29,1.678
1990-01-30,1.6818
1990-01-31,1.6794
1990-02-01,1.6815
1990-02-02,1.6817
1990-02-05,1.695
1990-02-06,1.702
1990-02-07,1.699
1990-02-08,1.687
1990-02-09,1.6925
1990-02-12,1.695
1990-02-13,1.6905
1990-02-14,1.696
1990-02-15,1.693
1990-02-16,1.6955
1990-02-19,
1990-02-20,1.704
1990-02-21,1.715
1990-02-22,1.7147
1990-02-23,1.71
1990-02-26,1.693
1990-02-27,1.692
1990-02-28,1.6892
1990-03-01,1.665
1990-03-02,1.651
1990-03-05,1.6388
1990-03-06,1.649
1990-03-07,1.639
1990-03-08,1.6425
1990-03-09,1.6181
1990-03-12,1.6103
1990-03-13,1.6003
1990-03-14,1.609
1990-03-15,1.6175
1990-03-16,1.6235
1990-03-19,1.6103
1990-03-20,1.6105
1990-03-21,1.5945
1990-03-22,1.601
1990-03-23,1.604
1990-03-26,1.618
1990-03-27,1.6261
1990-03-28,1.6275
1990-03-29,1.634
1990-03-30,1.648
1990-04-02,1.6315
1990-04-03,1.6355
1990-04-04,1.6415
1990-04-05,1.6415
1990-04-06,1.6385
1990-04-09,1.6385
1990-04-10,1.6343
1990-04-11,1.6425
1990-04-12,1.642
1990-04-13,1.6385
1990-04-16,1.631
1990-04-17,1.6338
1990-04-18,1.638
1990-04-19,1.6435
1990-04-20,1.6353
1990-04-23,1.6357
1990-04-24,1.6341
1990-04-25,1.637
1990-04-26,1.6335
1990-04-27,1.636
1990-04-30,1.6389
1990-05-01,1.6405
1990-05-02,1.643
1990-05-03,1.6422
1990-05-04,1.66
1990-05-07,1.668
1990-05-08,1.6695
1990-05-09,1.678
1990-05-10,1.6763
1990-05-11,1.6813
1990-05-14,1.684
1990-05-15,1.677
1990-05-16,1.68
1990-05-17,1.6917
1990-05-18,1.6908
1990-05-21,1.6912
1990-05-22,1.6915
1990-05-23,1.694
1990-05-24,1.6895
1990-05-25,1.6892
1990-05-28,
1990-05-29,1.6946
1990-05-30,1.693
1990-05-31,1.6765
1990-06-01,1.6838
1990-06-04,1.675
1990-06-05,1.683
1990-06-06,1.6882
1990-06-07,1.6883
1990-06-08,1.6848
1990-06-11,1.6858
1990-06-12,1.7025
1990-06-13,1.707
1990-06-14,1.7052
1990-06-15,1.7055
1990-06-18,1.713
1990-06-19,1.7205
1990-06-20,1.723
1990-06-21,1.725
1990-06-22,1.733
1990-06-25,1.7305
1990-06-26,1.7355
1990-06-27,1.7428
1990-06-28,1.7393
1990-06-29,1.745
1990-07-02,1.7634
1990-07-03,1.7795
1990-07-04,
1990-07-05,1.7805
1990-07-06,1.7865
1990-07-09,1.8058
1990-07-10,1.815
1990-07-11,1.798
1990-07-12,1.7985
1990-07-13,1.806
1990-07-16,1.804
1990-07-17,1.8112
1990-07-18,1.8205
1990-07-19,1.8146
1990-07-20,1.8143
1990-07-23,1.8205
1990-07-24,1.8248
1990-07-25,1.812
1990-07-26,1.8135
1990-07-27,1.8335
1990-07-30,1.8438
1990-07-31,1.86
1990-08-01,1.855
1990-08-02,1.8492
1990-08-03,1.8565
1990-08-06,1.872
1990-08-07,1.877
1990-08-08,1.8655
1990-08-09,1.8717
1990-08-10,1.8713
1990-08-13,1.884
1990-08-14,1.8925
1990-08-15,1.8998
1990-08-16,1.898
1990-08-17,1.919
1990-08-20,1.9198
1990-08-21,1.921
1990-08-22,1.9275
1990-08-23,1.9515
1990-08-24,1.9453
1990-08-27,1.9443
1990-08-28,1.9483
1990-08-29,1.9465
1990-08-30,1.9225
1990-08-31,1.892
1990-09-03,
1990-09-04,1.8758
1990-09-05,1.899
1990-09-06,1.908
1990-09-07,1.894
1990-09-10,1.8555
1990-09-11,1.8485
1990-09-12,1.864
1990-09-13,1.8767
1990-09-14,1.8985
1990-09-17,1.9025
1990-09-18,1.918
1990-09-19,1.8847
1990-09-20,1.8683
1990-09-21,1.846
1990-09-24,1.884
1990-09-25,1.8768
1990-09-26,1.864
1990-09-27,1.871
1990-09-28,1.8735
1990-10-01,1.889
1990-10-02,1.8885
1990-10-03,1.898
1990-10-04,1.9118
1990-10-05,1.9465
1990-10-08,
1990-10-09,1.97
1990-10-10,1.9675
1990-10-11,1.964
1990-10-12,1.9732
1990-10-15,1.9535
1990-10-16,1.957
1990-10-17,1.965
1990-10-18,1.9535
1990-10-19,1.9595
1990-10-22,1.948
1990-10-23,1.9464
1990-10-24,1.9565
1990-10-25,1.954
1990-10-26,1.956
1990-10-29,1.953
1990-10-30,1.9475
1990-10-31,1.944
1990-11-01,1.95
1990-11-02,1.9515
1990-11-05,1.9695
1990-11-06,1.973
1990-11-07,1.976
1990-11-08,1.967
1990-11-09,1.9665
1990-11-12,
1990-11-13,1.9642
1990-11-14,1.961
1990-11-15,1.9595
1990-11-16,1.966
1990-11-19,1.9707
1990-11-20,1.9698
1990-11-21,1.9685
1990-11-22,
1990-11-23,1.967
1990-11-26,1.9658
1990-11-27,1.976
1990-11-28,1.972
1990-11-29,1.9515
1990-11-30,1.9392
1990-12-03,1.9195
1990-12-04,1.926
1990-12-05,1.922
1990-12-06,1.938
1990-12-07,1.95
1990-12-10,1.9425
1990-12-11,1.939
1990-12-12,1.944
1990-12-13,1.9435
1990-12-14,1.9391
1990-12-17,1.9285
1990-12-18,1.935
1990-12-19,1.931
1990-12-20,1.906
1990-12-21,1.885
1990-12-24,1.867
1990-12-25,
1990-12-26,1.885
1990-12-27,1.887
1990-12-28,1.921
1990-12-31,1.9285
1991-01-01,
1991-01-02,1.9425
1991-01-03,1.9465
1991-01-04,1.932
1991-01-07,1.905
1991-01-08,1.906
1991-01-09,1.9258
1991-01-10,1.905
1991-01-11,1.907
1991-01-14,1.9045
1991-01-15,1.904
1991-01-16,1.9047
1991-01-17,1.9228
1991-01-18,1.9416
1991-01-21,
1991-01-22,1.9477
1991-01-23,1.955
1991-01-24,1.96
1991-01-25,1.9575
1991-01-28,1.9642
1991-01-29,1.9695
1991-01-30,1.961
1991-01-31,1.965
1991-02-01,1.9763
1991-02-04,1.9772
1991-02-05,1.983
1991-02-06,1.999
1991-02-07,1.9965
1991-02-08,1.987
1991-02-11,1.997
1991-02-12,1.9915
1991-02-13,1.9918
1991-02-14,1.98
1991-02-15,1.9705
1991-02-18,
1991-02-19,1.9515
1991-02-20,1.947
1991-02-21,1.9571
1991-02-22,1.9437
1991-02-25,1.923
1991-02-26,1.9205
1991-02-27,1.9155
1991-02-28,1.91
1991-03-01,1.898
1991-03-04,1.8965
1991-03-05,1.9017
1991-03-06,1.889
1991-03-07,1.8865
1991-03-08,1.8718
1991-03-11,1.8505
1991-03-12,1.858
1991-03-13,1.856
1991-03-14,1.8555
1991-03-15,1.8305
1991-03-18,1.791
1991-03-19,1.765
1991-03-20,1.7765
1991-03-21,1.792
1991-03-22,1.7895
1991-03-25,1.764
1991-03-26,1.7533
1991-03-27,1.7395
1991-03-28,1.7365
1991-03-29,1.7485
1991-04-01,1.7585
1991-04-02,1.7705
1991-04-03,1.777
1991-04-04,1.788
1991-04-05,1.7705
1991-04-08,1.7675
1991-04-09,1.791
1991-04-10,1.7793
1991-04-11,1.79
1991-04-12,1.7775
1991-04-15,1.7875
1991-04-16,1.7885
1991-04-17,1.783
1991-04-18,1.771
1991-04-19,1.719
1991-04-22,1.69
1991-04-23,1.712
1991-04-24,1.694
1991-04-25,1.6935
1991-04-26,1.686
1991-04-29,1.6765
1991-04-30,1.7225
1991-05-01,1.7265
1991-05-02,1.717
1991-05-03,1.695
1991-05-06,1.705
1991-05-07,1.7215
1991-05-08,1.7175
1991-05-09,1.704
1991-05-10,1.719
1991-05-13,1.7315
1991-05-14,1.7383
1991-05-15,1.7478
1991-05-16,1.7455
1991-05-17,1.7135
1991-05-20,1.719
1991-05-21,1.7365
1991-05-22,1.727
1991-05-23,1.7345
1991-05-24,1.731
1991-05-27,
1991-05-28,1.7453
1991-05-29,1.734
1991-05-30,1.7155
1991-05-31,1.698
1991-06-03,1.6969
1991-06-04,1.703
1991-06-05,1.6937
1991-06-06,1.6875
1991-06-07,1.671
1991-06-10,1.6688
1991-06-11,1.6615
1991-06-12,1.6445
1991-06-13,1.6377
1991-06-14,1.639
1991-06-17,1.6252
1991-06-18,1.6115
1991-06-19,1.6325
1991-06-20,1.6312
1991-06-21,1.631
1991-06-24,1.642
1991-06-25,1.6281
1991-06-26,1.6395
1991-06-27,1.632
1991-06-28,1.618
1991-07-01,1.614
1991-07-02,1.6015
1991-07-03,1.6057
1991-07-04,
1991-07-05,1.615
1991-07-08,1.628
1991-07-09,1.622
1991-07-10,1.621
1991-07-11,1.607
1991-07-12,1.6505
1991-07-15,1.6515
1991-07-16,1.644
1991-07-17,1.6525
1991-07-18,1.666
1991-07-19,1.691
1991-07-22,1.681
1991-07-23,1.6835
1991-07-24,1.6938
1991-07-25,1.675
1991-07-26,1.6875
1991-07-29,1.6743
1991-07-30,1.6798
1991-07-31,1.6845
1991-08-01,1.6735
1991-08-02,1.6945
1991-08-05,1.7095
1991-08-06,1.712
1991-08-07,1.7128
1991-08-08,1.7
1991-08-09,1.695
1991-08-12,1.6983
1991-08-13,1.6935
1991-08-14,1.6875
1991-08-15,1.688
1991-08-16,1.662
1991-08-19,1.63
1991-08-20,1.6377
1991-08-21,1.6765
1991-08-22,1.697
1991-08-23,1.6715
1991-08-26,1.6795
1991-08-27,1.68
1991-08-28,1.69
1991-08-29,1.6805
1991-08-30,1.68
1991-09-02,
1991-09-03,1.691
1991-09-04,1.6935
1991-09-05,1.692
1991-09-06,1.6975
1991-09-09,1.73
1991-09-10,1.7295
1991-09-11,1.7252
1991-09-12,1.7335
1991-09-13,1.7325
1991-09-16,1.739
1991-09-17,1.742
1991-09-18,1.7307
1991-09-19,1.7275
1991-09-20,1.7285
1991-09-23,1.744
1991-09-24,1.738
1991-09-25,1.7333
1991-09-26,1.7325
1991-09-27,1.737
1991-09-30,1.752
1991-10-01,1.7485
1991-10-02,1.751
1991-10-03,1.75
1991-10-04,1.739
1991-10-07,1.7352
1991-10-08,1.714
1991-10-09,1.7165
1991-10-10,1.7145
1991-10-11,1.719
1991-10-14,
1991-10-15,1.702
1991-10-16,1.7105
1991-10-17,1.7096
1991-10-18,1.725
1991-10-21,1.7185
1991-10-22,1.7145
1991-10-23,1.7065
1991-10-24,1.711
1991-10-25,1.711
1991-10-28,1.7047
1991-10-29,1.723
1991-10-30,1.7425
1991-10-31,1.7425
1991-11-01,1.7498
1991-11-04,1.781
1991-11-05,1.7697
1991-11-06,1.7705
1991-11-07,1.7797
1991-11-08,1.768
1991-11-11,
1991-11-12,1.7725
1991-11-13,1.7707
1991-11-14,1.775
1991-11-15,1.769
1991-11-18,1.791
1991-11-19,1.7955
1991-11-20,1.796
1991-11-21,1.7975
1991-11-22,1.7975
1991-11-25,1.7985
1991-11-26,1.7978
1991-11-27,1.767
1991-11-28,
1991-11-29,1.7655
1991-12-02,1.776
1991-12-03,1.7715
1991-12-04,1.7725
1991-12-05,1.7915
1991-12-06,1.81
1991-12-09,1.806
1991-12-10,1.808
1991-12-11,1.8085
1991-12-12,1.8075
1991-12-13,1.8185
1991-12-16,1.821
1991-12-17,1.822
1991-12-18,1.8252
1991-12-19,1.8325
1991-12-20,1.86
1991-12-23,1.8765
1991-12-24,1.8705
1991-12-25,
1991-12-26,1.884
1991-12-27,1.8768
1991-12-30,1.8665
1991-12-31,1.866
1992-01-01,
1992-01-02,1.868
1992-01-03,1.845
1992-01-06,1.877
1992-01-07,1.871
1992-01-08,1.871
1992-01-09,1.831
1992-01-10,1.792
1992-01-13,1.8015
1992-01-14,1.789
1992-01-15,1.753
1992-01-16,1.7605
1992-01-17,1.777
1992-01-20,
1992-01-21,1.807
1992-01-22,1.8065
1992-01-23,1.7951
1992-01-24,1.8055
1992-01-27,1.776
1992-01-28,1.7945
1992-01-29,1.806
1992-01-30,1.773
1992-01-31,1.789
1992-02-03,1.7995
1992-02-04,1.8015
1992-02-05,1.8062
1992-02-06,1.8205
1992-02-07,1.8375
1992-02-10,1.8255
1992-02-11,1.8013
1992-02-12,1.787
1992-02-13,1.7725
1992-02-14,1.7685
1992-02-17,
1992-02-18,1.751
1992-02-19,1.752
1992-02-20,1.75
1992-02-21,1.7465
1992-02-24,1.748
1992-02-25,1.756
1992-02-26,1.7455
1992-02-27,1.754
1992-02-28,1.756
1992-03-02,1.7543
1992-03-03,1.739
1992-03-04,1.723
1992-03-05,1.716
1992-03-06,1.718
1992-03-09,1.7225
1992-03-10,1.714
1992-03-11,1.7253
1992-03-12,1.707
1992-03-13,1.7115
1992-03-16,1.715
1992-03-17,1.731
1992-03-18,1.733
1992-03-19,1.711
1992-03-20,1.706
1992-03-23,1.715
1992-03-24,1.72
1992-03-25,1.732
1992-03-26,1.722
1992-03-27,1.7395
1992-03-30,1.733
1992-03-31,1.7363
1992-04-01,1.7265
1992-04-02,1.7295
1992-04-03,1.743
1992-04-06,1.75
1992-04-07,1.7495
1992-04-08,1.7485
1992-04-09,1.764
1992-04-10,1.7652
1992-04-13,1.762
1992-04-14,1.771
1992-04-15,1.756
1992-04-16,1.7477
1992-04-17,1.745
1992-04-20,1.7425
1992-04-21,1.747
1992-04-22,1.7625
1992-04-23,1.764
1992-04-24,1.772
1992-04-27,1.78
1992-04-28,1.775
1992-04-29,1.7698
1992-04-30,1.775
1992-05-01,1.786
1992-05-04,1.783
1992-05-05,1.7815
1992-05-06,1.7945
1992-05-07,1.7965
1992-05-08,1.7875
1992-05-11,1.7927
1992-05-12,1.813
1992-05-13,1.813
1992-05-14,1.822
1992-05-15,1.8185
1992-05-18,1.8355
1992-05-19,1.8395
1992-05-20,1.8308
1992-05-21,1.817
1992-05-22,1.8142
1992-05-25,
1992-05-26,1.828
1992-05-27,1.801
1992-05-28,1.8065
1992-05-29,1.829
1992-06-01,1.8227
1992-06-02,1.8245
1992-06-03,1.8178
1992-06-04,1.825
1992-06-05,1.836
1992-06-08,1.834
1992-06-09,1.8325
1992-06-10,1.833
1992-06-11,1.846
1992-06-12,1.8515
1992-06-15,1.856
1992-06-16,1.86
1992-06-17,1.853
1992-06-18,1.8655
1992-06-19,1.8595
1992-06-22,1.8615
1992-06-23,1.8635
1992-06-24,1.877
1992-06-25,1.891
1992-06-26,1.891
1992-06-29,1.907
1992-06-30,1.9035
1992-07-01,1.911
1992-07-02,1.918
1992-07-03,1.9085
1992-07-06,1.9102
1992-07-07,1.9248
1992-07-08,1.9195
1992-07-09,1.896
1992-07-10,1.921
1992-07-13,1.929
1992-07-14,1.913
1992-07-15,1.9257
1992-07-16,1.9355
1992-07-17,1.9495
1992-07-20,1.918
1992-07-21,1.9095
1992-07-22,1.9035
1992-07-23,1.913
1992-07-24,1.8985
1992-07-27,1.916
1992-07-28,1.929
1992-07-29,1.9175
1992-07-30,1.9195
1992-07-31,1.92
1992-08-03,1.9237
1992-08-04,1.9215
1992-08-05,1.913
1992-08-06,1.907
1992-08-07,1.929
1992-08-10,1.927
1992-08-11,1.9215
1992-08-12,1.928
1992-08-13,1.931
1992-08-14,1.916
1992-08-17,1.9257
1992-08-18,1.9295
1992-08-19,1.935
1992-08-20,1.939
1992-08-21,1.9475
1992-08-24,1.9945
1992-08-25,1.988
1992-08-26,1.9865
1992-08-27,1.9762
1992-08-28,1.9825
1992-08-31,1.9893
1992-09-01,1.996
1992-09-02,2.0035
1992-09-03,1.983
1992-09-04,1.9945
1992-09-07,
1992-09-08,2.003
1992-09-09,1.975
1992-09-10,1.976
1992-09-11,1.9235
1992-09-14,1.8915
1992-09-15,1.8715
1992-09-16,1.811
1992-09-17,1.7815
1992-09-18,1.737
1992-09-21,1.7125
1992-09-22,1.7082
1992-09-23,1.7085
1992-09-24,1.709
1992-09-25,1.714
1992-09-28,1.7295
1992-09-29,1.769
1992-09-30,1.779
1992-10-01,1.734
1992-10-02,1.706
1992-10-05,1.701
1992-10-06,1.7125
1992-10-07,1.7175
1992-10-08,1.6895
1992-10-09,1.6975
1992-10-12,
1992-10-13,1.714
1992-10-14,1.7098
1992-10-15,1.7
1992-10-16,1.6555
1992-10-19,1.63
1992-10-20,1.6235
1992-10-21,1.6135
1992-10-22,1.6195
1992-10-23,1.613
1992-10-26,1.5865
1992-10-27,1.5775
1992-10-28,1.578
1992-10-29,1.57
1992-10-30,1.5625
1992-11-02,1.533
1992-11-03,1.5479
1992-11-04,1.5535
1992-11-05,1.538
1992-11-06,1.5365
1992-11-09,1.52
1992-11-10,1.513
1992-11-11,
1992-11-12,1.523
1992-11-13,1.549
1992-11-16,1.518
1992-11-17,1.519
1992-11-18,1.5205
1992-11-19,1.532
1992-11-20,1.521
1992-11-23,1.5175
1992-11-24,1.519
1992-11-25,1.525
1992-11-26,
1992-11-27,1.5095
1992-11-30,1.5135
1992-12-01,1.535
1992-12-02,1.548
1992-12-03,1.565
1992-12-04,1.557
1992-12-07,1.586
1992-12-08,1.5975
1992-12-09,1.5695
1992-12-10,1.557
1992-12-11,1.5578
1992-12-14,1.565
1992-12-15,1.5665
1992-12-16,1.5772
1992-12-17,1.574
1992-12-18,1.566
1992-12-21,1.564
1992-12-22,1.5385
1992-12-23,1.526
1992-12-24,1.523
1992-12-25,
1992-12-28,1.5115
1992-12-29,1.5125
1992-12-30,1.512
1992-12-31,1.513
1993-01-01,
1993-01-04,1.501
1993-01-05,1.545
1993-01-06,1.5413
1993-01-07,1.536
1993-01-08,1.54
1993-01-11,1.5535
1993-01-12,1.54
1993-01-13,1.54
1993-01-14,1.539
1993-01-15,1.53
1993-01-18,
1993-01-19,1.548
1993-01-20,1.5416
1993-01-21,1.5175
1993-01-22,1.532
1993-01-25,1.5585
1993-01-26,1.5385
1993-01-27,1.5145
1993-01-28,1.5165
1993-01-29,1.4855
1993-02-01,1.454
1993-02-02,1.446
1993-02-03,1.4345
1993-02-04,1.4452
1993-02-05,1.4475
1993-02-08,1.4395
1993-02-09,1.431
1993-02-10,1.4255
1993-02-11,1.418
1993-02-12,1.4175
1993-02-15,
1993-02-16,1.4475
1993-02-17,1.4439
1993-02-18,1.446
1993-02-19,1.4525
1993-02-22,1.4544
1993-02-23,1.4585
1993-02-24,1.4375
1993-02-25,1.43
1993-02-26,1.4215
1993-03-01,1.4363
1993-03-02,1.4475
1993-03-03,1.449
1993-03-04,1.4535
1993-03-05,1.447
1993-03-08,1.4455
1993-03-09,1.4345
1993-03-10,1.432
1993-03-11,1.4349
1993-03-12,1.433
1993-03-15,1.434
1993-03-16,1.4445
1993-03-17,1.451
1993-03-18,1.4755
1993-03-19,1.4892
1993-03-22,1.4876
1993-03-23,1.4832
1993-03-24,1.482
1993-03-25,1.4743
1993-03-26,1.4905
1993-03-29,1.4904
1993-03-30,1.495
1993-03-31,1.509
1993-04-01,1.526
1993-04-02,1.513
1993-04-05,1.52
1993-04-06,1.5127
1993-04-07,1.5138
1993-04-08,1.5253
1993-04-09,1.5282
1993-04-12,1.5478
1993-04-13,1.5585
1993-04-14,1.552
1993-04-15,1.543
1993-04-16,1.5255
1993-04-19,1.5379
1993-04-20,1.5424
1993-04-21,1.5363
1993-04-22,1.548
1993-04-23,1.5755
1993-04-26,1.59
1993-04-27,1.5775
1993-04-28,1.571
1993-04-29,1.5705
1993-04-30,1.5695
1993-05-03,1.561
1993-05-04,1.5703
1993-05-05,1.566
1993-05-06,1.57
1993-05-07,1.5715
1993-05-10,1.535
1993-05-11,1.542
1993-05-12,1.534
1993-05-13,1.5255
1993-05-14,1.5385
1993-05-17,1.5322
1993-05-18,1.5314
1993-05-19,1.5408
1993-05-20,1.5563
1993-05-21,1.5415
1993-05-24,1.535
1993-05-25,1.542
1993-05-26,1.546
1993-05-27,1.5545
1993-05-28,1.5605
1993-05-31,
1993-06-01,1.551
1993-06-02,1.541
1993-06-03,1.5393
1993-06-04,1.517
1993-06-07,1.5225
1993-06-08,1.5175
1993-06-09,1.515
1993-06-10,1.519
1993-06-11,1.5245
1993-06-14,1.527
1993-06-15,1.522
1993-06-16,1.5035
1993-06-17,1.5145
1993-06-18,1.496
1993-06-21,1.488
1993-06-22,1.4772
1993-06-23,1.4717
1993-06-24,1.4675
1993-06-25,1.4778
1993-06-28,1.493
1993-06-29,1.503
1993-06-30,1.493
1993-07-01,1.5065
1993-07-02,1.5075
1993-07-05,
1993-07-06,1.5097
1993-07-07,1.4935
1993-07-08,1.4948
1993-07-09,1.4779
1993-07-12,1.478
1993-07-13,1.4929
1993-07-14,1.5012
1993-07-15,1.4883
1993-07-16,1.4795
1993-07-19,1.4985
1993-07-20,1.501
1993-07-21,1.5155
1993-07-22,1.5085
1993-07-23,1.4964
1993-07-26,1.5015
1993-07-27,1.489
1993-07-28,1.4945
1993-07-29,1.4861
1993-07-30,1.485
1993-08-02,1.4897
1993-08-03,1.5045
1993-08-04,1.5005
1993-08-05,1.491
1993-08-06,1.4985
1993-08-09,1.4927
1993-08-10,1.4802
1993-08-11,1.4737
1993-08-12,1.463
1993-08-13,1.4595
1993-08-16,1.484
1993-08-17,1.4885
1993-08-18,1.5112
1993-08-19,1.505
1993-08-20,1.512
1993-08-23,1.5013
1993-08-24,1.4962
1993-08-25,1.4818
1993-08-26,1.499
1993-08-27,1.5005
1993-08-30,1.4905
1993-08-31,1.4868
1993-09-01,1.5075
1993-09-02,1.5012
1993-09-03,1.5262
1993-09-06,
1993-09-07,1.5425
1993-09-08,1.5395
1993-09-09,1.55
1993-09-10,1.5495
1993-09-13,1.542
1993-09-14,1.5463
1993-09-15,1.5512
1993-09-16,1.533
1993-09-17,1.5345
1993-09-20,1.5317
1993-09-21,1.503
1993-09-22,1.5198
1993-09-23,1.5055
1993-09-24,1.5013
1993-09-27,1.5123
1993-09-28,1.5152
1993-09-29,1.512
1993-09-30,1.496
1993-10-01,1.5048
1993-10-04,1.514
1993-10-05,1.5165
1993-10-06,1.5257
1993-10-07,1.522
1993-10-08,1.5352
1993-10-11,
1993-10-12,1.532
1993-10-13,1.5223
1993-10-14,1.5127
1993-10-15,1.512
1993-10-18,1.498
1993-10-19,1.4924
1993-10-20,1.4893
1993-10-21,1.4863
1993-10-22,1.4725
1993-10-25,1.4863
1993-10-26,1.477
1993-10-27,1.4783
1993-10-28,1.48
1993-10-29,1.4882
1993-11-01,1.4807
1993-11-02,1.4825
1993-11-03,1.4805
1993-11-04,1.4788
1993-11-05,1.4865
1993-11-08,1.4808
1993-11-09,1.4682
1993-11-10,1.4753
1993-11-11,
1993-11-12,1.4818
1993-11-15,1.4907
1993-11-16,1.483
1993-11-17,1.4765
1993-11-18,1.4775
1993-11-19,1.4712
1993-11-22,1.4745
1993-11-23,1.487
1993-11-24,1.488
1993-11-25,
1993-11-26,1.4795
1993-11-29,1.488
1993-11-30,1.4852
1993-12-01,1.4805
1993-12-02,1.4823
1993-12-03,1.49
1993-12-06,1.4985
1993-12-07,1.4915
1993-12-08,1.495
1993-12-09,1.4945
1993-12-10,1.4945
1993-12-13,1.4903
1993-12-14,1.4882
1993-12-15,1.4831
1993-12-16,1.4885
1993-12-17,1.491
1993-12-20,1.4855
1993-12-21,1.4887
1993-12-22,1.4945
1993-12-23,1.5043
1993-12-24,1.503
1993-12-27,1.5035
1993-12-28,1.5072
1993-12-29,1.491
1993-12-30,1.4763
1993-12-31,1.4775
1994-01-03,1.476
1994-01-04,1.484
1994-01-05,1.487
1994-01-06,1.4855
1994-01-07,1.49
1994-01-10,1.4923
1994-01-11,1.4905
1994-01-12,1.5018
1994-01-13,1.4957
1994-01-14,1.4913
1994-01-17,
1994-01-18,1.4965
1994-01-19,1.491
1994-01-20,1.5
1994-01-21,1.4948
1994-01-24,1.4905
1994-01-25,1.493
1994-01-26,1.494
1994-01-27,1.493
1994-01-28,1.4995
1994-01-31,1.5005
1994-02-01,1.503
1994-02-02,1.4953
1994-02-03,1.493
1994-02-04,1.479
1994-02-07,1.4825
1994-02-08,1.4718
1994-02-09,1.4615
1994-02-10,1.4622
1994-02-11,1.4648
1994-02-14,1.4708
1994-02-15,1.475
1994-02-16,1.4755
1994-02-17,1.477
1994-02-18,1.4791
1994-02-21,
1994-02-22,1.4784
1994-02-23,1.4755
1994-02-24,1.4847
1994-02-25,1.4875
1994-02-28,1.4875
1994-03-01,1.4854
1994-03-02,1.4944
1994-03-03,1.4964
1994-03-04,1.4895
1994-03-07,1.492
1994-03-08,1.4877
1994-03-09,1.4915
1994-03-10,1.5008
1994-03-11,1.501
1994-03-14,1.4943
1994-03-15,1.4925
1994-03-16,1.4927
1994-03-17,1.4947
1994-03-18,1.4925
1994-03-21,1.4838
1994-03-22,1.4865
1994-03-23,1.4937
1994-03-24,1.4948
1994-03-25,1.4975
1994-03-28,1.4965
1994-03-29,1.485
1994-03-30,1.4823
1994-03-31,1.488
1994-04-01,1.4735
1994-04-04,1.468
1994-04-05,1.4621
1994-04-06,1.4686
1994-04-07,1.4684
1994-04-08,1.4763
1994-04-11,1.4715
1994-04-12,1.4745
1994-04-13,1.477
1994-04-14,1.4765
1994-04-15,1.4729
1994-04-18,1.4725
1994-04-19,1.4775
1994-04-20,1.4858
1994-04-21,1.4948
1994-04-22,1.488
1994-04-25,1.4915
1994-04-26,1.5037
1994-04-27,1.5055
1994-04-28,1.5075
1994-04-29,1.5118
1994-05-02,1.5187
1994-05-03,1.513
1994-05-04,1.4995
1994-05-05,1.498
1994-05-06,1.4935
1994-05-09,1.4975
1994-05-10,1.4905
1994-05-11,1.4911
1994-05-12,1.4995
1994-05-13,1.4985
1994-05-16,1.5025
1994-05-17,1.5065
1994-05-18,1.5085
1994-05-19,1.508
1994-05-20,1.5098
1994-05-23,1.5055
1994-05-24,1.5058
1994-05-25,1.5095
1994-05-26,1.5108
1994-05-27,1.5095
1994-05-30,
1994-05-31,1.512
1994-06-01,1.5172
1994-06-02,1.5082
1994-06-03,1.5055
1994-06-06,1.5083
1994-06-07,1.508
1994-06-08,1.5063
1994-06-09,1.5067
1994-06-10,1.5084
1994-06-13,1.5202
1994-06-14,1.5192
1994-06-15,1.5194
1994-06-16,1.52
1994-06-17,1.5307
1994-06-20,1.5385
1994-06-21,1.5405
1994-06-22,1.5315
1994-06-23,1.5415
1994-06-24,1.5519
1994-06-27,1.5495
1994-06-28,1.5512
1994-06-29,1.5462
1994-06-30,1.5483
1994-07-01,1.539
1994-07-04,
1994-07-05,1.5415
1994-07-06,1.5505
1994-07-07,1.5421
1994-07-08,1.5445
1994-07-11,1.5645
1994-07-12,1.5725
1994-07-13,1.5675
1994-07-14,1.5615
1994-07-15,1.5574
1994-07-18,1.5622
1994-07-19,1.5513
1994-07-20,1.5493
1994-07-21,1.5395
1994-07-22,1.531
1994-07-25,1.532
1994-07-26,1.5244
1994-07-27,1.5306
1994-07-28,1.5317
1994-07-29,1.5415
1994-08-01,1.5368
1994-08-02,1.5378
1994-08-03,1.5395
1994-08-04,1.5387
1994-08-05,1.5425
1994-08-08,1.5422
1994-08-09,1.5385
1994-08-10,1.5393
1994-08-11,1.5395
1994-08-12,1.545
1994-08-15,1.5422
1994-08-16,1.5427
1994-08-17,1.54
1994-08-18,1.545
1994-08-19,1.549
1994-08-22,1.551
1994-08-23,1.5535
1994-08-24,1.5535
1994-08-25,1.5535
1994-08-26,1.5355
1994-08-29,1.534
1994-08-30,1.535
1994-08-31,1.5362
1994-09-01,1.5445
1994-09-02,1.5475
1994-09-05,
1994-09-06,1.5487
1994-09-07,1.5462
1994-09-08,1.5436
1994-09-09,1.5503
1994-09-12,1.5696
1994-09-13,1.5623
1994-09-14,1.5673
1994-09-15,1.563
