matchid,teamid,op_teamid,competitionid,seasonid,is_home,team_name,op_team_name,timestamp,goals,op_goals,points,avg_points,avg_goals,op_avg_goals,pass_70,pass_80,op_pass_70,op_pass_80,expected_goals,op_expected_goals,passes,bad_passes,pass_ratio,corners,fouls,cards,shots,op_passes,op_bad_passes,op_corners,op_fouls,op_cards,op_shots,goals_op_ratio,shots_op_ratio,pass_op_ratio
741517,1326,2077,98,2014,0,D.C. United,Toronto FC,2014-07-06 00:00:00.000000,2,1,3,1.3333333333333333,1.3333333333333333,1.0,0.5502030427819721,0.18710916647601616,0.4276457523068711,0.1447061122550141,0.7517382265881546,0.6437048092144004,4.538208743231908,1.1469891519865782,0.786091426556105,0.049652539464653395,0.14436770761839396,1.3333333333333333,0.1448133531609853,3.3747950507130327,1.1830125638679174,0.060364714405551745,0.14134351407000686,2.0,0.09187924197361397,0.6666666666666666,1.8303030303030303,1.071734894283151
741517,2077,1326,98,2014,1,Toronto FC,D.C. United,2014-07-06 00:00:00.000000,1,2,0,1.6666666666666667,1.3333333333333333,1.0,0.44992835554913363,0.205610342488571,0.5362175743637291,0.2202888254725122,0.8529233675311664,1.366459991245991,2.9846628697114554,1.1133768417841676,0.7234089374490521,0.0673433755975388,0.138120868402991,2.0,0.14513439856791374,4.083869763633518,1.2332723251734918,0.046140631835823835,0.14151605277205828,1.3333333333333333,0.15992646911261224,1.0,1.017099567099567,0.9522119813863221
731825,838,366,4,2013,0,Costa Rica,Netherlands,2014-07-05 21:00:00.000000,0,0,1,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.2785058243727599,0.10357862903225806,0.3690356182795698,0.14331317204301075,0.43283492876559615,1.1402907971881244,3.0145609318996414,1.0381664426523296,0.7408859578579926,0.03648633512544803,0.13485663082437277,2.6666666666666665,0.08501344086021506,4.741011424731183,0.9182627688172044,0.06807235663082438,0.20424507168458783,2.0,0.13841285842293907,0.6666666666666666,0.6481481481481481,0.8906278320179416
731825,366,838,4,2013,1,Netherlands,Costa Rica,2014-07-05 21:00:00.000000,0,0,1,3.0,2.3333333333333335,1.0,0.37107974910394265,0.10640681003584229,0.36189516129032256,0.09923835125448029,1.545913172885146,0.6986075218258293,3.4537410394265238,1.0396505376344085,0.748953077724077,0.04905913978494624,0.1563620071684588,0.6666666666666666,0.141913082437276,4.008736559139785,1.0894937275985663,0.04278673835125448,0.2069892473118279,1.6666666666666667,0.09923835125448029,1.8333333333333333,1.4416666666666667,0.9608485775735632
731826,360,632,4,2013,0,Belgium,Argentina,2014-07-05 17:00:00.000000,0,1,0,3.0,1.3333333333333333,0.3333333333333333,0.6262678258217037,0.21299664455120873,0.6360539159612598,0.2657782353389766,1.9956865647300244,0.9467157654160401,3.400754975978037,1.0612007168458781,0.7598233424865367,0.08488332189430337,0.11955120872416686,1.6666666666666667,0.20453557538320752,3.915831617478838,0.994377716769618,0.06460764127202014,0.16773240295889577,1.0,0.14697056356287655,1.3333333333333333,1.4105392156862748,0.9577990748260682
731826,632,360,4,2013,1,Argentina,Belgium,2014-07-05 17:00:00.000000,1,0,3,3.0,1.6666666666666667,0.6666666666666666,0.7135666895447267,0.2435941432166552,0.2755281018836269,0.1073362312209258,1.939907077758269,1.052169555325433,5.021105010295127,1.0522382368641807,0.8246834004409762,0.11341798215511324,0.18495004956912986,1.0,0.21694120338595288,2.2321360481964465,0.8868870586440937,0.04905437352245864,0.09113093876305955,2.0,0.11170212765957448,1.1666666666666667,2.0194444444444444,1.2020748307320932
741516,1581,1230,98,2014,0,Portland Timbers,LA Galaxy,2014-07-05 04:00:00.000000,2,2,1,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.7357090643274855,0.2662646198830409,0.43991228070175437,0.1572733918128655,1.7788036381634535,1.205741765122496,3.9858187134502927,1.1164839181286548,0.7815403705845334,0.0735014619883041,0.20635964912280702,1.0,0.17858187134502923,2.462207602339181,1.164437134502924,0.07339181286549706,0.11180555555555555,4.333333333333333,0.11885964912280704,1.3333333333333333,1.4544159544159543,1.1849038389169655
741516,1230,1581,98,2014,1,LA Galaxy,Portland Timbers,2014-07-05 04:00:00.000000,2,2,1,1.6666666666666667,1.0,0.6666666666666666,0.5549836040570426,0.2063219705635629,0.5445740867841075,0.1779913063372226,1.056254695850719,0.5124445907865361,4.385037748798902,1.1463051933196067,0.7868741436226642,0.02848318462594372,0.09971021124075345,1.0,0.15313048120186076,3.2941737207351487,1.1498894227102874,0.04278197208876686,0.07839548539617174,0.3333333333333333,0.10687867002211544,1.0,1.7540792540792542,1.0802266842271655
741515,928,1899,98,2014,0,New England Revolution,Real Salt Lake,2014-07-05 03:00:00.000000,1,2,0,0.0,0.3333333333333333,2.3333333333333335,1.011503249085881,0.34769031936968936,0.48944237739166035,0.17754658896153674,1.557882258206518,1.3077204969164526,4.740272610145818,1.0913838015308233,0.8113736690027943,0.08503734742942921,0.14189173459844992,1.6666666666666667,0.21247857690439784,3.18128012779604,1.1370668721678368,0.02844666000393342,0.13483606063889994,2.0,0.12065326895366991,0.1111111111111111,1.9444444444444444,1.1034463969185386
741515,1899,928,98,2014,1,Real Salt Lake,New England Revolution,2014-07-05 03:00:00.000000,2,1,3,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.5254665920119447,0.1541752208535523,0.5414574779146448,0.23573083862137614,0.8588203342875826,1.804203653001063,3.6388780017419435,1.0733957011322632,0.7681119700416045,0.059468707229065575,0.12972268881423418,2.0,0.10161440836132885,3.822100908299116,0.9517956015926341,0.07394939031977106,0.12599384098544233,1.6666666666666667,0.17585697399527186,0.4444444444444444,0.6848788638262322,0.9719310934152751
741514,454,436,98,2014,0,Columbus Crew,Colorado Rapids,2014-07-05 02:30:00.000000,1,1,1,1.0,0.3333333333333333,0.3333333333333333,0.5883259932891024,0.24434006329596583,0.46166495081217107,0.1481020742774346,0.7914407459913767,0.6372704325042181,4.709577327842599,1.086352760619233,0.8013898760167417,0.056666094715168154,0.11278406924426143,1.0,0.14503260123541525,3.4448662586745975,1.1289536147334707,0.0353918821017311,0.11577013269274766,0.6666666666666666,0.10206951117211926,0.3333333333333333,1.5892857142857144,1.0639761924511737
741514,436,454,98,2014,1,Colorado Rapids,Columbus Crew,2014-07-05 02:30:00.000000,1,1,1,1.3333333333333333,1.3333333333333333,1.0,0.4515349851955743,0.16713904472494936,0.38173016986130587,0.09295134019012001,0.8630294617205361,0.41835173209117055,4.636244545737884,1.14057386629266,0.8009174470889698,0.07471365123889669,0.13506116565373227,1.3333333333333333,0.1392930886707184,3.320252844008104,1.165483286582515,0.032189886239675856,0.12419647031323049,1.3333333333333333,0.09200658407355462,0.8888888888888888,1.6868131868131868,1.1431648059005404
741513,5513,1903,98,2014,0,Philadelphia Union,FC Dallas,2014-07-05 02:00:00.000000,1,2,0,2.3333333333333335,3.0,1.3333333333333333,0.6595026229495037,0.24465556478705341,0.4841639674569631,0.15555274596924706,1.9391975220862923,1.1298780440044922,4.324420522823876,1.2153098371644049,0.7697533437435782,0.05681545433017456,0.14924923840142565,1.6666666666666667,0.18799102537859178,3.5398989351667893,1.1771002661079604,0.045839604731343346,0.13121530662620864,2.6666666666666665,0.11997495454490721,2.3333333333333335,2.45959595959596,1.0395814700362436
741513,1903,5513,98,2014,1,FC Dallas,Philadelphia Union,2014-07-05 02:00:00.000000,2,1,3,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.38751414827391056,0.12353211658177703,0.7682135446142238,0.2678563006979815,1.3286156182511613,1.1782192105759868,3.0026622335408413,0.9826412469345406,0.7478078250863062,0.04935153744576495,0.09799919826447841,2.0,0.11584252971137521,4.923185483870967,0.9750542350499906,0.059580739483116395,0.14402707036408224,1.0,0.1792998962459913,0.8333333333333334,0.7717171717171718,0.8996213934288487
741512,399,1897,98,2014,0,New York Red Bulls,Houston Dynamo,2014-07-05 01:30:00.000000,2,2,1,1.6666666666666667,1.6666666666666667,1.0,0.396080627099664,0.15218365061590144,0.732474804031355,0.32198581560283684,1.1670434990653205,1.3392640479906799,3.576147816349384,1.0672265770810003,0.7673959881399073,0.035311683463979095,0.15188503172825682,2.0,0.1060843598357596,3.991526689063083,0.8555057857409482,0.0671892497200448,0.1202314296379246,1.3333333333333333,0.20164240388204555,1.3333333333333333,0.5495726495726495,0.9369824850211869
741512,1897,399,98,2014,1,Houston Dynamo,New York Red Bulls,2014-07-05 01:30:00.000000,2,2,1,0.0,0.0,2.6666666666666665,0.5940122044241037,0.2503051106025935,0.4755148741418764,0.20163996948893972,0.45915699717192426,1.8118725814594585,3.7225400457665905,1.179443173150267,0.7515486092773523,0.05717009916094584,0.09668192219679633,2.3333333333333335,0.11025934401220443,3.810678871090771,1.0449656750572083,0.057627765064836,0.14298245614035088,1.3333333333333333,0.15453852021357742,0.0,0.8134284016636958,0.9810917565417167
731823,832,614,4,2013,0,Colombia,Brazil,2014-07-04 21:00:00.000000,1,2,0,3.0,2.6666666666666665,0.6666666666666666,0.3607488751620529,0.12849843666590408,0.6792495996339509,0.23598718828643336,0.9947163441185077,0.9930379138468478,2.9572942881110347,0.9430336307481125,0.7551178919089091,0.03565164340730573,0.1464195836193091,0.6666666666666666,0.11786013879356365,3.710745062152063,1.035880424006711,0.06790970792343476,0.1716235796537787,1.6666666666666667,0.18946846640738202,2.6666666666666665,0.6501068376068376,0.9687885876656605
731823,614,832,4,2013,1,Brazil,Colombia,2014-07-04 21:00:00.000000,2,1,3,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.501566062336565,0.22865299215026427,0.399239063664683,0.11539087216318127,2.3531523005745174,0.6842993284776727,3.4594444484911175,0.9972278268639178,0.7714708699394724,0.06293749590274389,0.17523023544351127,2.0,0.1915913378542761,3.118632256999327,0.9931936988449986,0.04526952054212465,0.18796814944847898,2.6666666666666665,0.136898735252913,1.6666666666666667,1.4052706552706553,1.0175759780305138
731824,357,368,4,2013,0,Germany,France,2014-07-04 17:00:00.000000,1,0,3,2.3333333333333335,1.6666666666666667,1.0,0.8830949889547727,0.2483432159051273,0.3423995459392694,0.10819759642852232,2.0277112791743725,0.7938532470703329,6.5212765957446805,1.0456342285780724,0.858503973592441,0.0627833972793861,0.16811998604813394,0.6666666666666666,0.16515521450994072,3.139875583359274,1.0414217901644345,0.028735718402336314,0.10131980152345377,1.3333333333333333,0.10548910916835126,1.3333333333333333,2.2273640661938536,1.1585770696589872
731824,368,357,4,2013,1,France,Germany,2014-07-04 17:00:00.000000,0,1,0,2.3333333333333335,2.3333333333333335,0.6666666666666666,0.761138604919987,0.29023307525276243,0.41904698832416204,0.15992887732944808,2.9084934863143843,0.47051762965723737,4.112528748088478,1.0103697816951438,0.7976926867752288,0.07768064636539875,0.1559260195788029,0.6666666666666666,0.19893516678908438,3.3608688846343724,1.0532312249394937,0.053046193612606214,0.11714529976279064,0.6666666666666666,0.13857281042918437,1.5,1.4480392156862747,1.082878772364775
741511,2079,1131,98,2014,0,Chivas USA,San Jose Earthquakes,2014-07-03 03:30:00.000000,1,0,3,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.4777063340116477,0.19090175679418175,0.6417347991346474,0.20564847258847188,0.9263566557423465,1.3870080805527538,2.7902908724568225,1.1286120242266613,0.7082886461096886,0.03184184437300067,0.09586629580127394,2.3333333333333335,0.10944863875543354,5.0685041361124155,1.0462542193965811,0.04248174772323166,0.14200773037604306,1.0,0.15264201455365708,0.6666666666666666,0.9527879527879528,0.8584455161225044
741511,1131,2079,98,2014,1,San Jose Earthquakes,Chivas USA,2014-07-03 03:30:00.000000,0,1,0,1.0,0.6666666666666666,1.0,0.4671571401622335,0.14872665534804755,0.505300886625165,0.22233540841350688,0.6078997497061093,0.9569859305997249,3.631277117524995,1.201886436521411,0.7497495766682047,0.04255800792303339,0.14812299566119602,1.3333333333333333,0.13431428032446707,3.446179966044143,1.2263723825693267,0.05987549518958687,0.1446896811922279,2.3333333333333335,0.15917751367666477,0.6666666666666666,0.8501400560224089,1.0211581554304408
741510,2077,1207,98,2014,0,Toronto FC,Chicago Fire,2014-07-03 01:30:00.000000,1,1,1,2.3333333333333335,2.0,1.3333333333333333,0.5461366181410975,0.2501679731243001,0.4089585666293393,0.1587532661440836,1.050720609808807,1.2076994673553847,3.173721537887271,1.129637924598731,0.7346470129602659,0.05636431504292646,0.15125046659201194,2.6666666666666665,0.15162374020156774,3.691340052258305,1.2354983202687568,0.03874580067189249,0.16532288167226578,1.6666666666666667,0.1128032848077641,1.1666666666666667,1.329004329004329,0.9846551563909108
741510,1207,2077,98,2014,1,Chicago Fire,Toronto FC,2014-07-03 01:30:00.000000,1,1,1,0.6666666666666666,1.0,1.3333333333333333,0.44450640585678336,0.1338342675207809,0.3465620948676886,0.14160327537558146,0.5693387243869891,0.5979042351595436,2.8463571455807215,1.168194253793945,0.6949016880518472,0.04569654159993899,0.09867354914969877,2.3333333333333335,0.09870691298711202,4.0785337070083125,1.1932385800350798,0.0744823838938458,0.14448209791809655,2.0,0.07776633874780751,0.5555555555555555,1.413888888888889,0.8962447586545225
731822,596,360,4,2013,0,USA,Belgium,2014-07-01 21:00:00.000000,1,2,0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.3510545982893633,0.13457396637326557,0.9687569988801791,0.3005599104143337,0.7626582886584022,1.0696944225071003,3.5252353028533356,0.886248279128386,0.791035225335014,0.038859388232649804,0.1168418644414743,1.0,0.09533729083633358,5.691787980589772,0.9508771929824561,0.04949608062709967,0.13434117207913399,1.0,0.1942515864128406,1.0,0.46874630745598483,0.9314124934459218
731822,360,596,4,2013,1,Belgium,USA,2014-07-01 21:00:00.000000,2,1,3,3.0,1.3333333333333333,0.3333333333333333,0.5787767863951804,0.1894303363074811,0.4632044535956685,0.18172805612750706,1.2032678615643928,0.473903948945728,4.146991535117822,1.025089605734767,0.7897740168624718,0.057195149851292613,0.15351178220086936,1.6666666666666667,0.15713414169145123,3.21547319453977,1.0218866773430946,0.060664988942271035,0.16441699077251581,1.0,0.11050102951269732,1.3333333333333333,2.5347222222222223,1.0626741407193183
731821,497,632,4,2013,0,Switzerland,Argentina,2014-07-01 17:00:00.000000,0,1,0,2.0,2.3333333333333335,2.0,0.5698924731182796,0.2078853046594982,0.5107137291569269,0.23009194327567398,1.854238282062962,1.9143872315842039,4.189964157706093,0.924731182795699,0.8118759169245736,0.05017921146953405,0.16845878136200718,0.3333333333333333,0.17921146953405018,3.683925510363098,0.9428471248246844,0.057659342371824844,0.13686302010285178,1.0,0.15817360137135736,1.8,1.2639078961659607,1.0281620256657025
731821,632,497,4,2013,1,Argentina,Switzerland,2014-07-01 17:00:00.000000,1,0,3,3.0,2.0,1.0,0.6526347899031495,0.21402425074353695,0.343628460306566,0.1180889193929688,1.27893112833388,0.8897223491978749,5.428811103485091,0.903492717150919,0.8553539636264696,0.08564020437733545,0.1571722717913521,0.3333333333333333,0.18199496682681307,2.719591245329063,0.8358117898268893,0.05711888965149089,0.07858613589567605,1.6666666666666667,0.13231144665599023,1.5,1.6102941176470589,1.1867635833539179
731820,1215,357,4,2013,0,Algeria,Germany,2014-06-30 21:00:00.000000,1,2,0,1.3333333333333333,2.0,1.6666666666666667,0.38702051399374665,0.17044154655685198,0.6587737359871882,0.2063982307633646,1.358454770826153,1.3426315443168875,3.0332113170136505,1.0996720811408525,0.728367138854115,0.03553725310760314,0.1674292686646839,1.6666666666666667,0.09231297185998628,4.669640814458934,1.127659574468085,0.06409669793334859,0.17444520704644248,1.6666666666666667,0.12121558758483947,1.1666666666666667,0.9801198257080611,0.9154914988912429
731820,357,1215,4,2013,1,Germany,Algeria,2014-06-30 21:00:00.000000,2,1,3,2.3333333333333335,2.3333333333333335,0.6666666666666666,0.9127893383212532,0.265217052451095,0.42421663595308073,0.1293649536614533,1.6504398642401472,0.6369238509101275,6.363767438235523,0.9415088457641648,0.8683378648384986,0.05011300755981607,0.1574312212610085,0.3333333333333333,0.13627152988855115,3.7167386110419742,0.8981142780044632,0.03978477863172441,0.10056918601873989,1.6666666666666667,0.1257857524158142,2.0,1.6273640661938533,1.082597321260131
731819,1216,368,4,2013,0,Nigeria,France,2014-06-30 17:00:00.000000,0,2,0,1.3333333333333333,1.0,1.0,0.4405057308283115,0.10799952735436606,0.5786364173460948,0.17267320493126945,1.000610818703601,1.7505375363226452,3.679900744416873,1.026743865453543,0.7777398924237177,0.054314860766473676,0.10894481862223797,1.0,0.15132537713182873,3.9523809523809526,1.0068533616920714,0.06467367757690339,0.1482137933750837,0.6666666666666666,0.16916774981291108,0.5555555555555555,0.9259259259259259,1.0220791160375253
731819,368,1216,4,2013,1,France,Nigeria,2014-06-30 17:00:00.000000,2,0,3,2.3333333333333335,2.6666666666666665,0.6666666666666666,0.8923968580797682,0.31766186227407917,0.29691908792801036,0.11797452909326622,2.9475507711994804,0.4809434365267551,5.199191641882101,0.977960802257302,0.8315023513198385,0.06424921833295204,0.1534736521009685,1.3333333333333333,0.22500571951498513,3.1714329291542747,0.9601921757035004,0.021467246244185157,0.12163501868374893,2.0,0.12140623808434377,1.8333333333333333,2.3480392156862746,1.1170180347694556
741509,1897,1616,98,2014,0,Houston Dynamo,Montreal Impact,2014-06-30 00:30:00.000000,0,3,0,0.0,0.0,2.6666666666666665,0.5233405510035022,0.260083823396734,0.48470920170927556,0.20837987910402467,0.8874766109345736,1.5574157565177718,3.50090220877111,1.2976448250125079,0.7208180387472535,0.04259942750752524,0.10704502021767837,1.6666666666666667,0.12786881884468065,3.54860157640478,1.1418957046660598,0.039472864020734404,0.14235911189849332,1.3333333333333333,0.13953929939387974,0.0,0.98989898989899,0.9762141932201991
741509,1616,1897,98,2014,1,Montreal Impact,Houston Dynamo,2014-06-30 00:30:00.000000,3,0,3,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.4325859833752765,0.1822618775261191,0.643445435827042,0.19663692518874398,1.261132441099811,0.9768112435408018,3.423396629299168,1.1034850911309386,0.7517038224923139,0.0500266910699306,0.1534736521009685,2.0,0.13570502554716693,4.405132311446656,1.089300693967818,0.06787157782353388,0.1427209639289255,2.0,0.12510485777472735,0.8333333333333334,1.1203703703703705,0.9443309263810128
731818,517,838,4,2013,0,Greece,Costa Rica,2014-06-29 21:00:00.000000,1,1,1,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.41504613742088003,0.13589567604667124,0.773316556089377,0.2854037977579501,0.9899167905734835,1.0872658253794636,2.7476168687561966,0.9072294669412034,0.7273160460815001,0.05349653016090902,0.23209791809654542,2.0,0.11793639899336535,4.35975749256463,0.8535041561808893,0.05715701975139176,0.15701975139174865,1.6666666666666667,0.15701975139174865,0.6666666666666666,0.782051282051282,0.8789617786360534
731818,838,517,4,2013,1,Costa Rica,Greece,2014-06-29 21:00:00.000000,1,1,1,2.3333333333333335,1.3333333333333333,0.3333333333333333,0.26013959630258443,0.10311262026032825,0.4082625919637804,0.14216185625353706,0.8214034626075281,0.35981010990670387,3.257762686285606,1.0719109601961894,0.7515679064784194,0.0497264667043954,0.16336540275419734,0.6666666666666666,0.09937747594793435,4.743067345783814,1.0344086021505376,0.05697038294661385,0.21011129975476325,2.3333333333333335,0.09967930579136013,1.3333333333333333,0.9814814814814815,0.9263446384670111
741506,1903,454,98,2014,0,FC Dallas,Columbus Crew,2014-06-29 19:00:00.000000,0,0,1,1.3333333333333333,2.0,2.0,0.4548976608187134,0.1822002923976608,0.6649122807017543,0.21692251461988307,1.5219327945158412,1.3643754436675426,3.136184210526316,1.0492324561403508,0.7436755936813474,0.05957602339181286,0.12927631578947368,2.6666666666666665,0.13987573099415204,4.287682748538011,0.9826754385964912,0.059429824561403506,0.15738304093567254,1.6666666666666667,0.19258040935672516,1.0,0.8717171717171718,0.9183775366254849
741506,454,1903,98,2014,1,Columbus Crew,FC Dallas,2014-06-29 19:00:00.000000,0,0,1,0.6666666666666666,1.0,1.3333333333333333,0.4323931504292647,0.18638873335821826,0.5220309194973248,0.1962439343038447,0.9888629472426893,0.7382851945302898,4.109162311807888,1.1781844904815229,0.7682505478873956,0.060023951723279824,0.14017512753514993,2.0,0.13375171083737714,3.3292654286425285,1.20256236779893,0.031581280328480774,0.15757356600721661,2.0,0.1085588528057733,0.5555555555555555,1.3723544973544974,1.047161046163495
731817,659,366,4,2013,0,Mexico,Netherlands,2014-06-29 17:00:00.000000,1,2,0,2.3333333333333335,1.3333333333333333,0.3333333333333333,0.48119025593586184,0.16389145852605613,0.507708911501696,0.21438482886216467,1.14025217288717,1.2936196186473512,3.7354301572617943,1.0176534073388837,0.7785379526675222,0.04987665741597286,0.14993832870798643,1.6666666666666667,0.11802343509096515,3.452436016034536,1.0139531298180697,0.0570459451125501,0.14677767499229108,1.6666666666666667,0.1322849213691027,1.3333333333333333,0.906959706959707,1.012220433957215
731817,366,659,4,2013,1,Netherlands,Mexico,2014-06-29 17:00:00.000000,2,1,3,3.0,3.3333333333333335,1.0,0.3440860215053763,0.12903225806451613,0.4551971326164875,0.12903225806451613,2.441603387414124,0.7098024021507903,3.043010752688172,0.992831541218638,0.7400874020845967,0.017921146953405017,0.13261648745519714,1.6666666666666667,0.14695340501792115,5.003584229390682,1.053763440860215,0.05017921146953405,0.24372759856630824,1.0,0.1003584229390681,2.8333333333333335,1.4749999999999999,0.9036825836261472
741503,1230,1131,98,2014,0,LA Galaxy,San Jose Earthquakes,2014-06-29 03:30:00.000000,1,0,3,1.6666666666666667,2.0,1.0,0.6230839624799818,0.24933272325173492,0.48722641653321125,0.15648592999313657,1.7213801605379946,0.5451488755724365,4.370700831236178,1.1212155875848395,0.7899968339404765,0.03565164340730573,0.08895752306871045,0.6666666666666666,0.16388316937390376,3.2941737207351487,1.1212155875848395,0.05353466026080988,0.08556394417753373,0.3333333333333333,0.10329444063143445,2.0,1.8737373737373737,1.07894084398487
