Date,pep,ko
1996-12-05,23.0,40.74
1996-12-04,23.29,41.06
1996-12-03,23.1,41.16
1996-12-02,23.2,42.09
1996-11-29,23.39,42.3
1996-11-27,23.39,42.4
1996-11-26,23.1,42.4
1996-11-25,23.2,42.4
1996-11-22,23.2,41.88
1996-11-21,23.49,41.78
1996-11-20,24.36,42.61
1996-11-19,24.46,42.71
1996-11-18,24.65,43.12
1996-11-15,25.23,43.53
1996-11-14,25.42,43.02
1996-11-13,24.75,42.91
1996-11-12,24.46,42.4
1996-11-11,24.26,42.91
1996-11-08,24.36,43.43
1996-11-07,23.39,43.23
1996-11-06,23.3,42.91
1996-11-05,23.2,42.5
1996-11-04,23.1,41.88
1996-11-01,23.2,41.47
1996-10-31,22.91,41.68
1996-10-30,23.01,41.58
1996-10-29,22.91,41.06
1996-10-28,23.2,40.96
1996-10-25,23.2,41.16
1996-10-24,23.01,41.47
1996-10-23,23.01,41.47
1996-10-22,22.81,41.37
1996-10-21,23.3,41.06
1996-10-18,23.59,41.26
1996-10-17,23.3,40.64
1996-10-16,22.62,40.03
1996-10-15,22.23,40.23
1996-10-14,22.43,40.75
1996-10-11,22.43,41.06
1996-10-10,22.23,40.44
1996-10-09,22.04,41.06
1996-10-08,22.23,41.26
1996-10-07,22.33,41.47
1996-10-04,22.72,41.26
1996-10-03,22.62,40.34
1996-10-02,22.23,41.06
1996-10-01,21.94,41.37
1996-09-30,21.85,41.99
1996-09-27,21.75,41.88
1996-09-26,23.39,42.5
1996-09-25,23.3,42.29
1996-09-24,23.2,42.5
1996-09-23,23.01,42.2
1996-09-20,23.3,42.2
1996-09-19,23.3,42.91
1996-09-18,22.81,42.81
1996-09-17,22.43,43.02
1996-09-16,22.14,43.85
1996-09-13,23.1,43.74
1996-09-12,23.1,42.81
1996-09-11,23.1,42.81
1996-09-10,22.81,43.12
1996-09-09,22.23,42.61
1996-09-06,22.04,42.24
1996-09-05,21.85,41.16
1996-09-04,22.23,41.68
1996-09-03,22.05,41.78
1996-08-30,22.15,41.16
1996-08-29,22.05,41.48
1996-08-28,23.11,42.19
1996-08-27,23.88,42.51
1996-08-26,24.36,42.09
1996-08-23,24.17,42.3
1996-08-22,24.07,42.81
1996-08-21,23.59,41.89
1996-08-20,23.2,42.19
1996-08-19,23.49,42.51
1996-08-16,24.26,42.61
1996-08-15,24.07,42.09
1996-08-14,24.36,41.68
1996-08-13,24.36,41.37
1996-08-12,23.69,40.96
1996-08-09,23.4,40.14
1996-08-08,24.26,40.34
1996-08-07,24.94,40.55
1996-08-06,25.51,40.65
1996-08-05,25.51,40.45
1996-08-02,25.8,40.55
1996-08-01,24.74,39.63
1996-07-31,24.46,38.6
1996-07-30,24.65,38.18
1996-07-29,24.36,38.08
1996-07-26,24.55,38.8
1996-07-25,24.36,37.98
1996-07-24,24.84,37.77
1996-07-23,25.61,38.49
1996-07-22,25.32,39.01
1996-07-19,25.03,38.8
1996-07-18,25.13,39.01
1996-07-17,24.07,37.87
1996-07-16,24.36,37.98
1996-07-15,24.65,37.46
1996-07-12,25.61,38.8
1996-07-11,25.32,39.21
1996-07-10,25.9,39.52
1996-07-09,25.8,39.11
1996-07-08,25.9,39.01
1996-07-05,26.19,39.11
1996-07-03,26.77,40.34
1996-07-02,27.25,40.75
1996-07-01,27.44,40.65
1996-06-28,27.34,40.34
1996-06-27,27.44,40.24
1996-06-26,26.96,40.45
1996-06-25,26.96,39.93
1996-06-24,26.67,40.14
1996-06-21,26.38,39.21
1996-06-20,26.19,38.49
1996-06-19,26.48,38.28
1996-06-18,25.9,38.08
1996-06-17,25.61,37.98
1996-06-14,25.51,37.67
1996-06-13,25.8,38.18
1996-06-12,25.8,38.08
1996-06-11,25.8,38.59
1996-06-10,25.9,38.39
1996-06-07,26.0,38.49
1996-06-06,26.09,38.39
1996-06-05,25.9,39.21
1996-06-04,25.62,38.18
1996-06-03,25.71,37.98
1996-05-31,25.52,37.77
1996-05-30,25.71,38.39
1996-05-29,25.52,37.77
1996-05-28,25.47,37.77
1996-05-24,25.95,39.0
1996-05-23,26.05,38.29
1996-05-22,26.19,38.7
1996-05-21,26.24,38.18
1996-05-20,26.53,38.18
1996-05-17,26.48,37.88
1996-05-16,26.1,37.36
1996-05-15,25.67,36.54
1996-05-14,25.43,36.44
1996-05-13,25.52,35.31
1996-05-10,25.14,34.43
1996-05-09,25.19,33.97
1996-05-08,24.8,33.97
1996-05-07,24.37,33.41
1996-05-06,24.04,33.2
1996-05-03,24.04,32.74
1996-05-02,24.18,33.0
1996-05-01,24.56,33.56
1996-04-30,24.37,33.46
1996-04-29,23.56,33.3
1996-04-26,22.98,33.36
1996-04-25,22.98,33.36
1996-04-24,22.79,33.0
1996-04-23,23.32,33.25
1996-04-22,23.46,33.1
1996-04-19,23.41,32.33
1996-04-18,23.56,32.64
1996-04-17,23.51,32.89
1996-04-16,23.75,33.41
1996-04-15,23.99,33.25
1996-04-12,23.8,33.15
1996-04-11,23.32,32.79
1996-04-10,23.17,32.38
1996-04-09,23.89,33.56
1996-04-08,24.13,33.87
1996-04-04,24.71,34.38
1996-04-03,24.76,34.49
1996-04-02,24.56,34.49
1996-04-01,24.56,34.59
1996-03-29,24.28,33.97
1996-03-28,24.42,34.43
1996-03-27,24.47,34.43
1996-03-26,24.47,34.84
1996-03-25,24.37,34.69
1996-03-22,24.28,34.43
1996-03-21,24.23,34.33
1996-03-20,24.28,34.59
1996-03-19,24.18,33.87
1996-03-18,24.28,33.87
1996-03-15,23.94,33.2
1996-03-14,24.08,33.46
1996-03-13,24.23,33.3
1996-03-12,24.61,33.25
1996-03-11,24.18,33.2
1996-03-08,24.04,32.85
1996-03-07,25.0,34.18
1996-03-06,24.71,34.02
1996-03-05,25.54,34.48
1996-03-04,25.26,34.38
1996-03-01,24.54,33.61
1996-02-29,24.2,33.05
1996-02-28,24.25,33.3
1996-02-27,24.54,33.61
1996-02-26,24.87,33.46
1996-02-23,25.21,34.02
1996-02-22,24.25,34.38
1996-02-21,23.77,33.51
1996-02-20,23.25,33.0
1996-02-16,23.53,32.95
1996-02-15,23.87,33.25
1996-02-14,24.01,33.15
1996-02-13,24.35,33.05
1996-02-12,24.63,32.59
1996-02-09,24.78,32.59
1996-02-08,24.44,32.85
1996-02-07,24.63,31.92
1996-02-06,23.29,31.36
1996-02-05,23.01,31.21
1996-02-02,22.82,30.75
1996-02-01,23.01,30.9
1996-01-31,22.82,30.85
1996-01-30,22.86,30.8
1996-01-29,23.01,30.39
1996-01-26,22.62,30.49
1996-01-25,22.62,30.13
1996-01-24,22.43,30.75
1996-01-23,22.24,30.08
1996-01-22,22.1,29.78
1996-01-19,22.0,30.03
1996-01-18,22.1,30.03
1996-01-17,21.91,29.93
1996-01-16,21.91,30.64
1996-01-15,21.57,30.13
1996-01-12,21.57,29.78
1996-01-11,21.19,30.13
1996-01-10,21.05,29.82
1996-01-09,21.19,30.34
1996-01-08,21.29,30.75
1996-01-05,21.29,30.54
1996-01-04,21.33,30.7
1996-01-03,21.38,30.95
1996-01-02,21.33,30.7
1995-12-29,21.38,30.39
1995-12-28,21.52,30.64
1995-12-27,21.48,30.54
1995-12-26,21.33,30.54
1995-12-22,21.29,29.47
1995-12-21,20.85,29.78
1995-12-20,20.95,30.39
1995-12-19,21.86,31.62
1995-12-18,21.76,31.77
1995-12-15,22.05,32.18
1995-12-14,22.1,32.23
1995-12-13,22.15,32.74
1995-12-12,22.15,32.79
1995-12-11,22.05,32.49
1995-12-08,22.15,32.13
1995-12-07,22.19,32.08
1995-12-06,21.95,32.49
1995-12-05,21.88,31.67
1995-12-04,21.5,31.21
1995-12-01,21.02,31.02
1995-11-30,21.12,31.0
1995-11-29,20.88,30.9
1995-11-28,20.92,30.76
1995-11-27,20.5,30.45
1995-11-24,20.73,30.71
1995-11-22,20.73,30.61
1995-11-21,20.92,31.32
1995-11-20,20.78,30.71
1995-11-17,20.88,30.61
1995-11-16,20.59,30.5
1995-11-15,20.59,30.3
1995-11-14,20.16,30.2
1995-11-13,20.54,30.15
1995-11-10,20.31,29.69
1995-11-09,20.35,29.28
1995-11-08,20.59,29.69
1995-11-07,19.92,29.08
1995-11-06,19.92,28.72
1995-11-03,20.31,29.02
1995-11-02,20.16,29.23
1995-11-01,20.07,29.28
1995-10-31,20.07,29.33
1995-10-30,20.07,29.38
1995-10-27,20.16,29.23
1995-10-26,19.88,28.97
1995-10-25,20.16,29.28
1995-10-24,20.02,29.59
1995-10-23,20.07,29.38
1995-10-20,20.07,29.53
1995-10-19,20.31,29.99
1995-10-18,19.64,29.28
1995-10-17,19.59,28.92
1995-10-16,19.83,29.23
1995-10-13,19.35,28.92
1995-10-12,19.64,28.87
1995-10-11,19.73,29.02
1995-10-10,19.78,29.13
1995-10-09,19.73,29.23
1995-10-06,19.83,28.87
1995-10-05,19.92,28.82
1995-10-04,20.35,29.23
1995-10-03,19.83,28.92
1995-10-02,19.45,28.11
1995-09-29,19.45,28.16
1995-09-28,19.54,28.06
1995-09-27,19.49,28.62
1995-09-26,19.73,28.46
1995-09-25,19.78,28.62
1995-09-22,19.54,28.82
1995-09-21,19.16,28.36
1995-09-20,19.45,28.21
1995-09-19,19.3,27.55
1995-09-18,19.4,27.29
1995-09-15,18.97,27.19
1995-09-14,18.78,27.09
1995-09-13,18.59,26.88
1995-09-12,18.11,26.28
1995-09-11,17.64,25.93
1995-09-08,17.45,25.88
1995-09-07,17.59,25.98
1995-09-06,17.64,26.23
1995-09-05,17.56,25.93
1995-09-01,17.28,26.08
1995-08-31,17.18,26.13
1995-08-30,17.37,26.13
1995-08-29,17.18,26.28
1995-08-28,17.23,26.33
1995-08-25,17.28,26.23
1995-08-24,17.28,25.93
1995-08-23,16.94,25.57
1995-08-22,17.13,25.72
1995-08-21,17.18,25.68
1995-08-18,17.23,25.62
1995-08-17,17.18,26.18
1995-08-16,17.42,26.23
1995-08-15,17.75,26.64
1995-08-14,17.84,26.99
1995-08-11,17.56,26.84
1995-08-10,17.51,27.15
1995-08-09,17.56,27.15
1995-08-08,17.65,26.84
1995-08-07,17.65,26.74
1995-08-04,17.46,26.89
1995-08-03,17.32,26.74
1995-08-02,17.51,26.79
1995-08-01,17.65,27.05
1995-07-31,17.8,26.69
1995-07-28,17.65,26.84
1995-07-27,17.56,27.05
1995-07-26,17.7,27.05
1995-07-25,17.32,26.69
1995-07-24,17.04,26.54
1995-07-21,16.85,26.48
1995-07-20,16.66,26.13
1995-07-19,16.94,26.48
1995-07-18,17.13,26.23
1995-07-17,17.18,26.03
1995-07-14,17.23,25.98
1995-07-13,17.18,26.28
1995-07-12,16.94,26.48
1995-07-11,16.75,26.03
1995-07-10,16.71,25.93
1995-07-07,16.66,25.72
1995-07-06,16.71,26.23
1995-07-05,16.66,25.98
1995-07-03,17.13,26.23
1995-06-30,17.28,25.93
1995-06-29,17.42,26.03
1995-06-28,17.32,26.23
1995-06-27,17.32,26.33
1995-06-26,17.8,26.74
1995-06-23,17.84,26.59
1995-06-22,17.94,26.38
1995-06-21,17.8,26.03
1995-06-20,17.8,25.72
1995-06-19,17.7,25.52
1995-06-16,17.7,25.37
1995-06-15,17.65,24.96
1995-06-14,17.84,24.76
1995-06-13,17.75,24.61
1995-06-12,17.8,24.41
1995-06-09,17.8,24.31
1995-06-08,17.8,24.62
1995-06-07,17.51,24.52
1995-06-06,17.51,24.41
1995-06-05,17.58,24.47
1995-06-02,17.86,24.67
1995-06-01,18.19,24.72
1995-05-31,18.52,24.97
1995-05-30,17.91,24.37
1995-05-26,17.58,24.16
1995-05-25,17.58,24.31
1995-05-24,17.77,24.16
1995-05-23,17.2,24.26
1995-05-22,16.92,23.81
1995-05-19,16.96,23.66
1995-05-18,16.68,23.2
1995-05-17,17.15,23.5
1995-05-16,17.15,23.25
1995-05-15,17.3,23.45
1995-05-12,16.78,23.91
1995-05-11,17.25,24.67
1995-05-10,17.25,24.87
1995-05-09,16.87,24.72
1995-05-08,17.06,24.62
1995-05-05,16.78,24.11
1995-05-04,16.96,23.91
1995-05-03,16.92,23.76
1995-05-02,16.26,23.5
1995-05-01,15.88,23.35
1995-04-28,15.74,23.56
1995-04-27,15.55,23.5
1995-04-26,15.74,23.56
1995-04-25,15.59,23.6
1995-04-24,15.64,23.66
1995-04-21,15.59,23.56
1995-04-20,15.26,23.2
1995-04-19,15.31,23.45
1995-04-18,15.5,23.66
1995-04-17,15.31,23.15
1995-04-13,15.5,23.56
1995-04-12,15.45,23.66
1995-04-11,15.26,23.45
1995-04-10,15.26,23.71
1995-04-07,15.07,23.81
1995-04-06,15.07,23.71
1995-04-05,15.12,23.6
1995-04-04,15.07,23.66
1995-04-03,14.98,23.4
1995-03-31,14.79,22.85
1995-03-30,14.74,23.0
1995-03-29,15.17,23.35
1995-03-28,15.22,23.1
1995-03-27,15.26,23.25
1995-03-24,15.22,23.4
1995-03-23,15.36,23.5
1995-03-22,15.45,23.91
1995-03-21,15.41,23.71
1995-03-20,15.22,23.4
1995-03-17,15.17,23.6
1995-03-16,15.12,23.71
1995-03-15,15.07,23.15
1995-03-14,15.03,23.05
1995-03-13,14.93,23.05
1995-03-10,15.03,23.0
1995-03-09,14.55,22.29
1995-03-08,14.41,22.4
1995-03-07,14.51,22.35
1995-03-06,14.84,22.55
1995-03-03,14.63,22.25
1995-03-02,14.58,22.15
1995-03-01,14.58,22.3
1995-02-28,14.72,22.2
1995-02-27,14.58,22.0
1995-02-24,14.91,22.1
1995-02-23,14.77,21.8
1995-02-22,14.68,21.69
1995-02-21,14.68,21.65
1995-02-17,14.53,21.54
1995-02-16,14.53,21.8
1995-02-15,14.44,21.34
1995-02-14,14.53,21.04
1995-02-13,13.92,21.14
1995-02-10,14.11,21.44
1995-02-09,13.88,21.19
1995-02-08,13.88,21.49
1995-02-07,14.25,21.65
1995-02-06,14.53,21.49
1995-02-03,14.63,21.44
1995-02-02,14.3,21.14
1995-02-01,13.97,21.09
1995-01-31,13.88,21.19
1995-01-30,13.69,21.24
1995-01-27,13.69,21.14
1995-01-26,13.41,20.89
1995-01-25,13.36,20.43
1995-01-24,13.17,20.33
1995-01-23,13.08,20.54
1995-01-20,12.93,20.54
1995-01-19,12.98,20.54
1995-01-18,13.03,20.38
1995-01-17,13.22,20.54
1995-01-16,13.03,20.43
1995-01-13,12.89,20.08
1995-01-12,12.75,20.08
1995-01-11,12.79,19.88
1995-01-10,12.98,19.83
1995-01-09,13.12,20.03
1995-01-06,13.08,20.33
1995-01-05,13.08,20.33
1995-01-04,13.36,20.43
1995-01-03,13.55,20.89
1994-12-30,13.64,20.79
1994-12-29,13.78,21.14
1994-12-28,13.78,21.09
1994-12-27,13.83,21.09
1994-12-23,13.64,20.84
1994-12-22,13.64,20.64
1994-12-21,13.69,21.29
1994-12-20,13.64,21.04
1994-12-19,13.78,20.74
1994-12-16,13.83,20.84
1994-12-15,13.5,20.58
1994-12-14,13.41,20.54
1994-12-13,13.45,20.23
1994-12-12,13.45,20.13
1994-12-09,13.26,20.18
1994-12-08,13.22,20.43
1994-12-07,13.5,20.54
1994-12-06,13.5,20.64
1994-12-05,13.59,20.79
1994-12-02,13.43,20.79
1994-12-01,13.15,20.38
1994-11-30,13.2,20.64
1994-11-29,13.43,20.99
1994-11-28,13.48,21.04
1994-11-25,13.43,20.94
1994-11-23,13.29,20.81
1994-11-22,13.48,21.01
1994-11-21,13.81,21.36
1994-11-18,13.71,21.11
1994-11-17,13.85,20.91
1994-11-16,13.76,21.01
1994-11-15,13.76,20.71
1994-11-14,13.9,20.66
1994-11-11,13.81,20.31
1994-11-10,13.2,20.31
1994-11-09,13.34,20.36
1994-11-08,13.43,20.36
1994-11-07,13.34,20.21
1994-11-04,13.24,20.1
1994-11-03,13.34,20.06
1994-11-02,13.2,20.21
1994-11-01,13.29,20.36
1994-10-31,13.1,20.26
1994-10-28,13.15,20.31
1994-10-27,13.06,20.36
1994-10-26,13.01,20.1
1994-10-25,12.82,20.21
1994-10-24,12.73,19.86
1994-10-21,12.87,20.21
1994-10-20,12.82,20.1
1994-10-19,13.01,20.36
1994-10-18,12.73,20.41
1994-10-17,12.78,20.26
1994-10-14,12.78,20.36
1994-10-13,12.92,20.41
1994-10-12,12.92,20.06
1994-10-11,13.01,20.26
1994-10-10,12.17,19.7
1994-10-07,12.07,19.55
1994-10-06,12.36,19.6
1994-10-05,12.5,19.55
1994-10-04,12.21,19.45
1994-10-03,12.59,19.8
1994-09-30,12.4,19.55
1994-09-29,12.4,19.65
1994-09-28,12.5,19.75
1994-09-27,12.26,19.86
1994-09-26,12.36,20.0
1994-09-23,12.17,19.6
1994-09-22,12.21,19.6
1994-09-21,12.17,19.55
1994-09-20,12.17,19.5
1994-09-19,12.5,19.7
1994-09-16,12.45,19.2
1994-09-15,12.73,19.5
1994-09-14,12.45,18.95
1994-09-13,12.36,18.5
1994-09-12,12.36,18.25
1994-09-09,12.4,18.25
1994-09-08,12.54,18.47
1994-09-07,12.45,18.52
1994-09-06,12.54,18.37
1994-09-02,12.64,18.52
1994-09-01,12.52,18.42
1994-08-31,12.34,18.42
1994-08-30,12.48,18.47
1994-08-29,12.57,18.52
1994-08-26,12.75,18.67
1994-08-25,12.61,18.52
1994-08-24,12.85,18.52
1994-08-23,12.66,18.62
1994-08-22,12.48,18.62
1994-08-19,12.48,18.72
1994-08-18,12.2,19.07
1994-08-17,12.38,18.47
1994-08-16,12.06,18.27
1994-08-15,11.59,17.72
1994-08-12,11.82,17.82
1994-08-11,11.59,17.47
1994-08-10,11.59,17.62
1994-08-09,11.59,17.57
1994-08-08,11.73,17.57
1994-08-05,11.54,17.57
1994-08-04,11.54,17.57
1994-08-03,11.5,17.57
1994-08-02,11.5,17.67
1994-08-01,11.5,17.77
1994-07-29,11.36,17.77
1994-07-28,11.08,17.67
1994-07-27,11.13,17.37
1994-07-26,11.22,17.22
1994-07-25,11.17,17.32
1994-07-22,11.22,17.07
1994-07-21,11.22,17.02
1994-07-20,11.31,16.92
1994-07-19,11.36,17.02
1994-07-18,11.36,16.97
1994-07-15,11.64,16.97
1994-07-14,11.45,16.87
1994-07-13,11.36,16.77
1994-07-12,11.4,16.82
1994-07-11,11.5,16.82
1994-07-08,11.45,16.77
1994-07-07,11.4,16.67
1994-07-06,11.22,16.62
1994-07-05,11.4,16.62
1994-07-01,11.36,16.67
1994-06-30,11.4,16.27
1994-06-29,11.64,16.37
1994-06-28,11.5,16.17
1994-06-27,11.54,16.22
1994-06-24,11.45,16.07
1994-06-23,11.59,16.22
1994-06-22,11.82,16.32
1994-06-21,11.73,16.07
1994-06-20,11.54,16.12
1994-06-17,11.64,16.02
1994-06-16,11.82,16.32
1994-06-15,11.96,15.97
1994-06-14,11.87,15.97
1994-06-13,11.68,15.77
1994-06-10,11.59,16.12
1994-06-09,11.73,16.27
1994-06-08,12.85,16.69
1994-06-07,12.99,16.84
1994-06-06,12.89,16.79
1994-06-03,13.34,16.74
1994-06-02,13.62,16.59
1994-06-01,13.43,16.34
1994-05-31,13.34,16.04
1994-05-27,13.52,16.19
1994-05-26,13.57,16.24
1994-05-25,13.48,16.04
1994-05-24,13.48,15.99
1994-05-23,13.39,16.09
1994-05-20,13.57,16.29
1994-05-19,13.62,16.39
1994-05-18,13.76,16.19
1994-05-17,13.71,16.14
1994-05-16,13.34,15.84
1994-05-13,13.15,15.74
1994-05-12,13.25,16.04
1994-05-11,13.11,15.94
1994-05-10,13.29,15.84
1994-05-09,13.25,15.74
1994-05-06,13.29,16.04
1994-05-05,13.34,16.39
1994-05-04,13.71,16.54
1994-05-03,13.71,16.54
1994-05-02,13.99,16.69
1994-04-29,13.52,16.64
1994-04-28,13.71,16.44
1994-04-26,13.57,16.14
1994-04-25,13.62,16.19
1994-04-22,13.2,15.94
1994-04-21,13.43,16.14
1994-04-20,13.34,15.89
1994-04-19,13.62,15.79
1994-04-18,13.57,15.69
1994-04-15,13.62,15.69
1994-04-14,13.66,15.69
1994-04-13,13.66,16.14
1994-04-12,13.62,15.84
1994-04-11,13.52,16.09
1994-04-08,13.57,16.39
1994-04-07,13.57,16.44
1994-04-06,13.57,16.34
1994-04-05,13.57,16.14
1994-04-04,13.43,16.04
1994-03-31,13.57,16.19
1994-03-30,13.52,16.34
1994-03-29,13.71,16.69
1994-03-28,13.8,16.79
1994-03-25,13.8,16.64
1994-03-24,13.89,16.69
1994-03-23,13.71,16.69
1994-03-22,13.8,16.79
1994-03-21,13.8,16.74
1994-03-18,13.94,16.69
1994-03-17,14.03,16.54
1994-03-16,13.8,16.39
1994-03-15,13.66,16.39
1994-03-14,13.34,16.59
1994-03-11,13.39,16.29
1994-03-10,13.52,16.24
1994-03-09,13.62,16.29
1994-03-08,13.76,16.26
1994-03-07,13.89,16.51
1994-03-04,14.02,16.51
1994-03-03,14.07,16.51
1994-03-02,14.34,16.71
1994-03-01,14.44,16.81
1994-02-28,14.44,16.91
1994-02-25,14.3,16.66
1994-02-24,14.34,16.66
1994-02-23,14.62,16.91
1994-02-22,14.62,16.86
1994-02-18,14.39,16.46
1994-02-17,14.21,16.56
1994-02-16,14.48,16.41
1994-02-15,14.3,16.21
1994-02-14,14.25,16.26
1994-02-11,14.39,16.46
1994-02-10,14.16,16.16
1994-02-09,14.16,16.06
1994-02-08,14.21,15.96
1994-02-07,14.21,16.16
1994-02-04,14.11,16.16
1994-02-03,14.48,16.56
1994-02-02,14.62,16.46
1994-02-01,14.62,16.46
1994-01-31,14.9,16.21
1994-01-28,14.81,16.36
1994-01-27,14.85,16.56
1994-01-26,14.44,16.26
1994-01-25,14.48,16.16
1994-01-24,14.53,16.06
1994-01-21,14.76,16.36
1994-01-20,14.76,16.41
1994-01-19,14.9,16.46
1994-01-18,14.62,16.26
1994-01-17,14.62,16.51
1994-01-14,14.76,16.86
1994-01-13,14.76,16.91
1994-01-12,14.85,17.15
1994-01-11,14.99,16.96
1994-01-10,15.08,17.21
1994-01-07,14.81,16.91
1994-01-06,14.48,16.71
1994-01-05,14.67,17.06
1994-01-04,14.81,17.5
1994-01-03,14.99,17.65
1993-12-31,15.08,17.7
1993-12-30,15.22,17.8
1993-12-29,15.27,17.85
1993-12-28,15.27,17.7
1993-12-27,15.4,17.55
1993-12-23,15.45,17.25
1993-12-22,15.22,17.45
1993-12-21,15.13,17.25
1993-12-20,15.08,17.01
1993-12-17,15.08,16.91
1993-12-16,15.13,17.21
1993-12-15,15.04,16.91
1993-12-14,14.99,17.15
1993-12-13,15.17,17.35
1993-12-10,15.04,17.25
1993-12-09,14.94,17.31
1993-12-08,14.99,17.35
1993-12-07,14.99,17.45
1993-12-06,14.85,17.25
1993-12-03,14.65,17.01
1993-12-02,14.7,16.86
1993-12-01,14.7,16.76
1993-11-30,14.79,16.66
1993-11-29,14.65,16.76
1993-11-26,14.79,16.76
1993-11-24,14.7,16.66
1993-11-23,14.47,16.69
1993-11-22,14.56,16.64
1993-11-19,14.75,16.84
1993-11-18,14.84,16.59
1993-11-17,14.61,16.74
1993-11-16,14.7,16.64
1993-11-15,14.65,16.35
1993-11-12,14.33,16.1
1993-11-11,14.52,15.85
1993-11-10,14.56,16.05
1993-11-09,14.33,16.25
1993-11-08,14.01,16.39
1993-11-05,13.96,16.39
1993-11-04,13.92,16.39
1993-11-03,14.06,16.59
1993-11-02,14.38,16.84
1993-11-01,14.29,17.04
1993-10-29,14.52,17.14
1993-10-28,14.88,16.99
1993-10-27,14.42,16.99
1993-10-26,14.56,16.94
1993-10-25,14.38,16.94
1993-10-22,14.56,16.89
1993-10-21,14.52,17.24
1993-10-20,14.75,17.38
1993-10-19,14.75,17.24
1993-10-18,14.98,17.24
1993-10-15,15.16,17.38
1993-10-14,14.88,17.43
1993-10-13,14.52,16.64
1993-10-12,14.61,16.64
1993-10-11,14.56,16.59
1993-10-08,14.33,16.3
1993-10-07,14.33,16.25
1993-10-06,14.29,16.35
1993-10-05,14.52,16.54
1993-10-04,14.52,16.64
1993-10-01,14.24,16.59
1993-09-30,14.42,16.69
1993-09-29,14.61,16.74
1993-09-28,14.88,16.89
1993-09-27,15.07,16.99
1993-09-24,14.84,16.84
1993-09-23,14.98,16.89
1993-09-22,14.98,16.89
1993-09-21,14.61,16.79
1993-09-20,14.7,16.89
1993-09-17,15.11,17.18
1993-09-16,15.25,17.09
1993-09-15,15.3,17.33
1993-09-14,15.02,17.43
1993-09-13,14.98,17.58
1993-09-10,14.79,17.38
1993-09-09,14.65,17.04
1993-09-08,14.61,16.97
1993-09-07,14.47,16.92
1993-09-03,14.33,16.97
1993-09-02,14.27,16.77
1993-09-01,14.46,16.77
1993-08-31,14.41,17.07
1993-08-30,14.27,16.97
1993-08-27,14.36,16.87
1993-08-26,14.09,16.87
1993-08-25,14.18,16.97
1993-08-24,14.41,17.36
1993-08-23,14.36,17.17
1993-08-20,14.32,17.12
1993-08-19,14.69,17.21
1993-08-18,14.23,16.82
1993-08-17,13.77,16.72
1993-08-16,13.68,16.53
1993-08-13,13.68,16.82
1993-08-12,13.59,16.72
1993-08-11,13.91,17.21
1993-08-10,13.59,16.82
1993-08-09,13.59,16.97
1993-08-06,13.45,16.77
1993-08-05,13.68,16.97
1993-08-04,13.45,16.82
1993-08-03,13.63,17.07
1993-08-02,13.72,17.12
1993-07-30,13.68,17.02
1993-07-29,13.68,17.31
1993-07-28,13.59,17.17
1993-07-27,13.54,17.12
1993-07-26,13.72,17.21
1993-07-23,13.82,17.31
1993-07-22,13.86,17.21
1993-07-21,13.63,17.41
1993-07-20,13.31,17.56
1993-07-19,12.99,17.46
1993-07-16,13.04,17.36
1993-07-15,13.13,17.51
1993-07-14,12.86,17.46
1993-07-13,12.76,17.21
1993-07-12,12.99,17.41
1993-07-09,12.99,17.07
1993-07-08,13.08,17.17
1993-07-07,13.22,16.87
1993-07-06,13.13,16.48
1993-07-02,13.27,16.82
1993-07-01,13.4,16.92
1993-06-30,13.54,16.92
1993-06-29,13.54,17.07
1993-06-28,13.45,17.02
1993-06-25,13.27,16.77
1993-06-24,13.36,16.77
1993-06-23,13.22,16.43
1993-06-22,13.36,16.18
1993-06-21,13.31,16.23
1993-06-18,13.31,16.33
1993-06-17,13.5,16.62
1993-06-16,13.04,16.53
1993-06-15,13.04,16.48
1993-06-14,13.27,16.48
1993-06-11,13.36,16.43
1993-06-10,13.04,16.13
1993-06-09,12.76,15.69
1993-06-08,12.9,15.92
1993-06-07,12.95,16.07
1993-06-04,13.12,16.12
1993-06-03,13.12,16.16
1993-06-02,13.16,16.31
1993-06-01,13.21,16.26
1993-05-28,13.21,16.26
1993-05-27,13.21,16.16
1993-05-26,13.34,16.26
1993-05-25,13.34,16.12
1993-05-24,13.3,16.07
1993-05-21,13.44,16.07
1993-05-20,13.75,16.51
1993-05-19,13.48,16.21
1993-05-18,13.3,15.67
1993-05-17,13.48,15.72
1993-05-14,13.03,15.63
1993-05-13,13.21,15.38
1993-05-12,13.57,15.58
1993-05-11,13.57,15.72
1993-05-10,13.34,15.33
1993-05-07,13.48,15.18
1993-05-06,13.53,15.23
1993-05-05,13.75,15.38
1993-05-04,13.48,15.43
1993-05-03,13.48,15.53
1993-04-30,13.71,15.43
1993-04-29,13.75,15.58
1993-04-28,13.62,15.43
1993-04-27,13.34,15.53
1993-04-26,13.57,15.53
1993-04-23,13.34,15.23
1993-04-22,13.34,15.23
1993-04-21,13.66,15.28
1993-04-20,13.25,15.09
1993-04-19,13.3,14.94
1993-04-16,13.44,14.89
1993-04-15,14.12,15.53
1993-04-14,14.3,15.63
1993-04-13,14.35,15.33
1993-04-12,14.3,15.43
1993-04-08,14.21,15.58
1993-04-07,14.44,15.48
1993-04-06,14.57,15.67
1993-04-05,14.76,16.07
1993-04-02,15.17,16.46
1993-04-01,15.58,16.8
