Date,MSFT,AAPL,KO
2010-11-04,23.172489,41.851822,26.367475
2010-11-05,22.924884,41.701915,26.422364
2010-11-08,22.890731,41.897846,26.371696
2010-11-09,23.010266,41.563841,26.447696
2010-11-10,23.001727,41.820262,26.409696
2010-11-11,22.779736,41.638794,26.51525
2010-11-12,22.429672,40.505282,26.565916
2010-11-15,22.369906,40.375101,26.582805
2010-11-16,22.172321,39.658437,26.211255
2010-11-17,21.966147,39.515103,26.39703
2010-11-18,22.198093,40.557882,26.954357
2010-11-19,22.069235,40.334337,27.157021
2010-11-22,22.103596,41.206165,27.135909
2010-11-23,21.579571,40.597332,26.861469
2010-11-24,21.794336,41.395523,27.279464
2010-11-26,21.691248,41.421823,27.068356
2010-11-29,21.742791,41.667725,26.949318
2010-11-30,21.699839,40.915557,26.855788
2010-12-01,22.369906,41.605921,27.506244
2010-12-02,23.100105,41.836042,27.591273
2010-12-03,23.211784,41.742678,27.421218
2010-12-06,23.057153,42.099037,27.2044
2010-12-07,23.082925,41.843932,27.268169
2010-12-08,23.392185,42.212124,27.374453
2010-12-09,23.263327,42.047753,27.561514
2010-12-10,23.486682,42.15295,27.484989
2010-12-13,23.409367,42.298915,27.570015
2010-12-14,23.72722,42.117447,27.166138
2010-12-15,23.924803,42.12665,27.52325
2010-12-16,24.045071,42.243684,27.77833
2010-12-17,23.967755,42.159527,27.931379
2010-12-20,23.89044,42.369922,27.765577
2010-12-21,24.113795,42.631603,27.842101
2010-12-22,24.216883,42.75784,27.884614
2010-12-23,24.311378,42.552706,27.880365
2010-12-27,24.113795,42.694723,27.663545
2010-12-28,24.062252,42.798607,27.786835
2010-12-29,24.027889,42.774937,27.825095
2010-12-30,23.924803,42.560596,27.846353
2010-12-31,23.976346,42.415949,27.961138
2011-01-03,24.03648,43.337747,27.727316
2011-01-04,24.130977,43.563925,27.153383
2011-01-05,24.053661,43.920283,26.991832
2011-01-06,24.75809,43.884776,26.796269
2011-01-07,24.569097,44.199058,26.749504
2011-01-10,24.242654,45.031439,26.809024
2011-01-11,24.148158,44.924925,26.651723
2011-01-12,24.526143,45.290491,26.800521
2011-01-13,24.216883,45.456178,26.95357
2011-01-14,24.311378,45.82437,26.838783
2011-01-18,24.62064,44.794745,26.98758
2011-01-19,24.457419,44.556734,26.962071
2011-01-20,24.354332,43.746706,26.753756
2011-01-21,24.070843,42.962978,26.685735
2011-01-24,24.380103,44.373949,26.889799
2011-01-25,24.440239,44.893365,26.76651
2011-01-26,24.723728,45.215537,26.76651
2011-01-27,24.801044,45.131376,26.655975
2011-01-28,23.838897,44.196428,26.447658
2011-01-31,23.821715,44.61985,26.719745
2011-02-01,24.045071,45.370705,26.804772
2011-02-02,24.002118,45.277341,26.723997
2011-02-03,23.75299,45.161623,26.600707
2011-02-04,23.856078,45.564006,26.596457
2011-02-07,24.225474,46.271463,26.579451
2011-02-08,24.294199,46.708038,26.728247
2011-02-09,24.027889,47.09727,26.847286
2011-02-10,23.624132,46.621248,27.013089
2011-02-11,23.409367,46.92501,27.025842
2011-02-14,23.392185,47.231398,26.843034
2011-02-15,23.297131,47.326078,26.864291
2011-02-16,23.34898,47.750814,26.95357
2011-02-17,23.513165,47.115681,27.442476
2011-02-18,23.383545,46.097888,27.442476
2011-02-22,22.977401,44.526487,27.106617
2011-02-23,22.977401,45.053793,27.170388
2011-02-24,23.132946,45.087983,27.157635
2011-02-25,22.942835,45.782293,27.340441
2011-02-28,22.96876,46.446357,27.174639
2011-03-01,22.605822,45.933514,27.595525
2011-03-02,22.536691,46.303023,27.391459
2011-03-03,22.640388,47.281368,27.876113
2011-03-04,22.424354,47.339225,27.723064
2011-03-07,22.225601,46.729075,27.727316
2011-03-08,22.389788,46.781675,27.905872
2011-03-09,22.372505,46.349046,27.897371
2011-03-10,21.957719,45.586359,27.757075
2011-03-11,22.191037,46.285929,27.752791
2011-03-14,22.199678,46.492381,27.380242
2011-03-15,21.940436,45.423301,26.990564
2011-03-16,21.421955,43.395607,26.378212
2011-03-17,21.413314,44.00444,26.6694
2011-03-18,21.430595,43.482394,26.849253
2011-03-21,21.888588,44.61722,27.221802
2011-03-22,21.862664,44.867069,27.196108
2011-03-23,22.070058,44.602757,27.521553
2011-03-24,22.303374,45.362814,27.701407
2011-03-25,22.139189,46.226756,27.928361
2011-03-28,21.957719,46.082108,27.846999
2011-03-29,22.02685,46.150485,28.14247
2011-03-30,22.130547,45.844097,28.2795
2011-03-31,21.940436,45.828317,28.407963
2011-04-01,22.018209,45.308901,28.784797
2011-04-04,22.078698,44.865752,28.973214
2011-04-05,22.277451,44.563307,28.891851
2011-04-06,22.597181,44.451533,28.960365
2011-04-07,22.640388,44.456793,28.879005
2011-04-08,22.52805,44.059671,28.806206
2011-04-11,22.450277,43.499488,28.861876
2011-04-12,22.15647,43.709886,28.647767
2011-04-13,22.147829,44.200371,28.810489
2011-04-14,21.966361,43.712516,29.251553
2011-04-15,21.923155,43.060285,29.123089
2011-04-18,21.672554,43.637562,28.823335
2011-04-19,21.733044,44.427863,28.729127
2011-04-20,22.260168,45.026179,29.054573
2011-04-21,22.052775,46.116295,29.067419
2011-04-25,22.130547,46.420057,29.007469
2011-04-26,22.631747,46.079478,28.660613
2011-04-27,22.795932,46.043971,28.690589
2011-04-28,23.081097,45.596879,28.866159
2011-04-29,22.398429,46.041341,28.887568
2011-05-02,22.173754,45.535075,28.998906
2011-05-03,22.303374,45.787553,29.067419
2011-05-04,22.519408,45.967704,28.887568
2011-05-05,22.286092,45.596879,28.562122
2011-05-06,22.355223,45.585046,28.647767
2011-05-09,22.320657,45.708653,28.669176
2011-05-10,22.182395,45.951924,28.836181
2011-05-11,21.914513,45.659999,28.827618
2011-05-12,21.879947,45.573209,29.251553
2011-05-13,21.629348,44.775018,29.195886
2011-05-16,21.231844,43.828233,29.04601
2011-05-17,21.327522,44.201688,29.114523
2011-05-18,21.475388,44.692174,29.247273
2011-05-19,21.501481,44.778965,29.315786
2011-05-20,21.301427,44.080711,29.247273
2011-05-23,21.023091,43.97288,28.900414
2011-05-24,21.005695,43.682272,28.891851
2011-05-25,21.040488,44.285845,28.65205
2011-05-26,21.457992,44.051781,28.562122
2011-05-27,21.536274,44.368689,28.480763
2011-05-31,21.753724,45.738896,28.609226
2011-06-01,21.24924,45.433821,28.587817
2011-06-02,21.066581,45.511405,28.2795
2011-06-03,20.796943,45.161623,28.061108
2011-06-06,20.883923,44.451533,28.014004
2011-06-07,20.927413,43.662545,27.919795
2011-06-08,20.823037,43.688845,28.005441
2011-06-09,20.840432,43.590221,28.215267
2011-06-10,20.622982,42.855151,28.001158
2011-06-13,20.910018,42.947198,28.087423
2011-06-14,21.066581,43.715146,28.298767
2011-06-15,20.649077,42.966921,28.022724
2011-06-16,20.875225,42.75784,28.247008
2011-06-17,21.101374,42.1135,28.303081
2011-06-20,21.284031,41.463903,28.393658
2011-06-21,21.536274,42.77625,28.579125
2011-06-22,21.440595,42.422522,28.639509
2011-06-23,21.423199,43.556035,28.027038
2011-06-24,21.136165,42.914325,28.005471
2011-06-27,21.918987,43.662545,28.12624
2011-06-28,22.440866,44.085971,28.47992
2011-06-29,22.284303,43.925543,28.773216
2011-06-30,22.614827,44.139885,29.023382
2011-07-01,22.632224,45.137953,29.368434
2011-07-05,22.640922,45.949294,29.459014
2011-07-06,22.901861,46.255682,29.558215
2011-07-07,23.284574,46.971033,29.653105
2011-07-08,23.415044,47.301092,29.622913
2011-07-11,23.162801,46.550241,29.372748
2011-07-12,23.084521,46.517364,29.264919
2011-07-13,23.162801,47.07886,29.355495
2011-07-14,23.023633,47.045987,29.187281
2011-07-15,23.293273,47.986195,29.126897
2011-07-18,23.12801,49.153898,28.950058
2011-07-19,23.954322,49.554964,29.898956
2011-07-20,23.536816,50.876517,29.704865
2011-07-21,23.571609,50.927805,29.907581
2011-07-22,23.945623,51.718105,30.075798
2011-07-25,24.276147,52.401892,29.873078
2011-07-26,24.424013,53.047549,29.842886
2011-07-27,23.771662,51.624742,29.627227
2011-07-28,24.110884,51.523488,29.678983
2011-07-29,23.832548,51.34728,29.333931
2011-08-01,23.719475,52.171771,29.213163
2011-08-02,23.310667,51.140829,28.928491
2011-08-03,23.415044,51.622111,29.502145
2011-08-04,22.56264,49.623344,28.389344
2011-08-05,22.336491,49.130228,28.799094
2011-08-08,21.292729,46.446357,28.087423
2011-08-09,22.249511,49.181512,28.760277
2011-08-10,21.049186,47.824454,27.587092
2011-08-11,21.910289,49.140748,28.669701
2011-08-12,21.832007,49.573374,28.958683
2011-08-15,22.188625,50.417592,29.415879
2011-08-16,22.188625,50.032303,29.40294
2011-08-17,22.101096,50.027043,29.881703
2011-08-18,21.593427,48.134789,29.226102
2011-08-19,21.050746,46.817179,28.94143
2011-08-22,20.989476,46.871092,29.014753
2011-08-23,21.637191,49.127598,29.786813
2011-08-24,21.794744,49.466863,30.054231
2011-08-25,21.505898,49.143378,29.316678
2011-08-26,22.101096,50.439945,29.545276
2011-08-29,22.617518,51.280216,30.075798
2011-08-30,22.958881,51.282846,30.131868
2011-08-31,23.282739,50.604319,30.386344
2011-09-01,22.941374,50.104627,30.386344
2011-09-02,22.582505,49.186772,30.080109
2011-09-06,22.328672,49.934996,29.946402
2011-09-07,22.757564,50.485969,30.537308
2011-09-08,22.950128,50.513586,30.696894
2011-09-09,22.529988,49.637807,29.920524
2011-09-12,22.661282,49.961292,29.924834
2011-09-13,22.792577,50.576702,30.007345
2011-09-14,23.19521,51.192112,30.298299
2011-09-15,23.624102,51.673395,30.841123
2011-09-16,23.737891,52.664891,30.932321
2011-09-19,23.816665,54.128462,30.610966
2011-09-20,23.615349,54.367786,30.680449
2011-09-21,22.748811,54.195525,30.085512
2011-09-22,21.93479,52.838468,29.451494
2011-09-23,21.93479,53.16458,29.277789
2011-09-26,22.267402,53.015989,29.859699
2011-09-27,22.468718,52.501833,30.211448
2011-09-28,22.389942,52.205961,29.555715
2011-09-29,22.276155,51.359117,29.985634
2011-09-30,21.785991,50.14276,29.338585
2011-10-03,21.470887,49.259095,28.40927
2011-10-04,22.179872,48.982951,28.326763
2011-10-05,22.661282,49.739061,28.457038
2011-10-06,23.055163,49.623344,28.396242
2011-10-07,22.976387,48.627905,28.617716
2011-10-10,23.580338,51.127679,29.051975
2011-10-11,23.632855,52.637274,29.00855
2011-10-12,23.597843,52.887122,29.303847
2011-10-13,23.790408,53.707666,29.269105
2011-10-14,23.869184,55.492092,29.464521
2011-10-17,23.615349,55.227784,29.095401
2011-10-18,23.904195,55.523653,28.982492
2011-10-19,23.746642,52.417672,29.108428
2011-10-20,23.667868,51.982417,29.147513
2011-10-21,23.772902,51.661562,29.612171
2011-10-24,23.799161,53.357884,29.473208
2011-10-25,23.466549,52.305902,29.073686
2011-10-26,23.273986,52.678041,29.299503
2011-10-27,23.851678,53.215867,29.777188
2011-10-28,23.615349,53.250054,29.933522
2011-10-31,23.308997,53.2277,29.668623
2011-11-01,22.748811,52.140214,29.112772
2011-11-02,22.766317,52.258562,29.429779
2011-11-03,23.221469,53.002839,29.81193
2011-11-04,22.976387,52.6307,29.434123
2011-11-07,23.457796,52.563637,29.620855
2011-11-08,23.772902,53.418371,29.81193
2011-11-09,22.932623,51.97847,29.108428
2011-11-10,23.002646,50.655603,29.264762
2011-11-11,23.554079,50.576702,29.581773
2011-11-14,23.422785,49.871875,29.438466
2011-11-15,23.581525,51.130309,29.52966
2011-11-16,22.990664,50.596429,29.099744
2011-11-17,22.523267,49.628604,28.930383
2011-11-18,22.311614,49.303806,29.264762
2011-11-21,22.04705,48.524021,28.639427
2011-11-22,21.861856,49.510257,28.648114
2011-11-23,21.579652,48.258397,28.170429
2011-11-25,21.429732,47.808674,28.113973
2011-11-28,21.932406,49.458973,28.300705
2011-11-29,21.905949,49.074998,28.952453
2011-11-30,22.558542,50.258477,29.407364
2011-12-01,22.293978,51.011962,29.232398
2011-12-02,22.241064,51.244713,29.035559
2011-12-05,22.664368,51.679972,29.00494
2011-12-06,22.629092,51.409084,29.166785
2011-12-07,22.57618,51.164499,29.210526
2011-12-08,22.399803,51.37095,29.188657
2011-12-09,22.664368,51.760186,29.556083
2011-12-12,22.49681,51.526118,29.258641
2011-12-13,22.717281,51.127679,29.079303
2011-12-14,22.567361,49.994169,28.983072
2011-12-15,22.540904,49.829795,29.258641
2011-12-16,22.928932,50.10331,29.499221
2011-12-19,22.514448,50.259794,29.468602
2011-12-20,22.955389,52.066574,29.919138
2011-12-21,22.717281,52.132324,30.430912
2011-12-22,22.761374,52.408469,30.264696
2011-12-23,22.955389,53.037029,30.592756
2011-12-27,22.964208,53.457821,30.566509
2011-12-28,22.770193,52.946295,30.404668
2011-12-29,22.94657,53.27241,30.688988
2011-12-30,22.893656,53.25663,30.605878
2012-01-03,23.607982,54.075861,30.680238
2012-01-04,24.163567,54.366473,30.487775
2012-01-05,24.410494,54.970046,30.34343
2012-01-06,24.789704,55.544693,30.150967
2012-01-09,24.463407,55.456589,30.150967
2012-01-10,24.551595,55.65515,30.330305
2012-01-11,24.445769,55.564416,29.770415
2012-01-12,24.692696,55.411879,29.556083
2012-01-13,24.913167,55.204114,29.302382
2012-01-17,24.921986,55.847138,29.459852
2012-01-18,24.895529,56.427044,29.56483
2012-01-19,24.798523,56.248206,29.503592
2012-01-20,26.200714,55.268548,29.783537
2012-01-23,26.218352,56.203496,29.976001
2012-01-24,25.874418,55.283011,29.700431
2012-01-25,26.068432,58.73483,29.93226
2012-01-26,26.015519,58.467888,29.748547
2012-01-27,25.777411,58.81636,29.499221
2012-01-30,26.112527,59.569841,29.507968
2012-01-31,26.041976,60.026137,29.538586
2012-02-01,26.359453,59.988003,29.678559
2012-02-02,26.412367,59.847303,29.669812
2012-02-03,26.668112,60.446932,29.779166
2012-02-06,26.632837,61.011055,29.757294
2012-02-07,26.765119,61.650139,29.984751
2012-02-08,27.038502,62.682398,29.888519
2012-02-09,27.13551,64.850796,29.73105
2012-02-10,26.897401,64.88367,29.717928
2012-02-13,26.967952,66.090823,29.936635
2012-02-14,26.852552,66.992894,30.137845
2012-02-15,26.675014,65.442532,29.919138
2012-02-16,27.775748,66.039536,30.120348
2012-02-17,27.74024,66.027703,30.203458
2012-02-21,27.908901,67.701672,30.102851
2012-02-22,27.757994,67.463657,30.290939
2012-02-23,27.846763,67.904172,30.260321
2012-02-24,27.944408,68.69579,30.181586
2012-02-27,27.829009,69.136313,30.107226
2012-02-28,28.290607,70.405266,30.115973
2012-02-29,28.175207,71.329698,30.557762
2012-03-01,28.663436,71.596632,30.444034
2012-03-02,28.477022,71.69,30.260321
2012-03-05,28.228468,70.109398,30.282193
2012-03-06,28.015423,69.728049,30.076607
2012-03-07,28.263976,69.784596,30.089729
2012-03-08,28.414881,71.270517,30.299686
2012-03-09,28.397129,71.688686,30.404668
2012-03-12,28.441514,72.586811,30.684613
2012-03-13,29.000755,74.703929,30.95339
2012-03-14,29.089526,77.528504,30.940172
2012-03-15,29.160539,76.999882,30.98864
2012-03-16,28.938617,77.001195,30.913736
2012-03-19,28.583544,79.043359,31.019483
2012-03-20,28.397129,79.682436,31.103198
2012-03-21,28.326114,79.227453,31.336729
2012-03-22,28.406006,78.811925,31.468912
2012-03-23,28.414881,78.379296,31.499755
2012-03-26,28.929742,79.816563,31.68041
2012-03-27,28.867604,80.802802,31.667192
2012-03-28,28.574665,81.215704,32.01528
2012-03-29,28.512527,80.195279,32.521988
2012-03-30,28.636803,78.839538,32.610113
2012-04-02,28.663436,81.348518,32.667392
2012-04-03,28.352745,82.754226,32.499959
2012-04-04,27.704732,82.095422,32.367772
2012-04-05,27.979916,83.327556,32.372179
2012-04-09,27.607087,83.662877,32.107809
2012-04-10,27.047843,82.638512,31.733282
2012-04-11,26.941322,82.343957,31.777346
2012-04-12,27.500564,81.892914,31.821407
2012-04-13,27.349657,79.586442,31.698035
2012-04-16,27.589333,76.285851,31.918344
2012-04-17,27.908901,80.174239,32.583674
2012-04-18,27.642594,79.995404,32.68061
2012-04-19,27.527195,77.247096,32.526395
2012-04-20,28.778833,75.345639,32.662985
2012-04-23,28.512527,75.177318,32.469116
2012-04-24,28.334991,73.675617,32.658581
2012-04-25,28.583544,80.213692,33.015481
2012-04-26,28.503652,79.911244,33.359162
2012-04-27,28.388252,79.293207,33.764529
2012-04-30,28.42376,76.792114,33.627939
2012-05-01,28.414881,76.548846,33.896716
2012-05-02,28.228468,77.055108,33.99806
2012-05-03,28.192961,76.508079,34.121432
2012-05-04,27.500564,74.329161,33.927559
2012-05-07,27.207627,74.885397,34.050932
2012-05-08,27.074474,74.714449,33.989245
2012-05-09,27.305273,74.84595,33.830623
2012-05-10,27.287519,75.022151,34.108214
2012-05-11,27.660348,74.521148,34.13465
2012-05-14,27.234258,73.404729,33.87028
2012-05-15,26.993008,72.740665,33.738093
2012-05-16,26.716019,71.808347,33.632346
2012-05-17,26.555187,69.709642,33.099199
2012-05-18,26.153107,69.743829,32.627738
2012-05-21,26.581993,73.807111,32.830422
2012-05-22,26.590928,73.240361,32.689425
2012-05-23,26.010146,75.027411,32.848047
2012-05-24,25.974404,74.338367,33.293069
2012-05-25,25.965469,73.939925,33.147667
2012-05-29,26.412225,75.252272,33.249008
2012-05-30,26.215653,76.15961,33.07276
2012-05-31,26.081627,75.970256,32.927359
2012-06-01,25.420428,73.768977,32.204742
2012-06-04,25.509777,74.20292,32.447084
2012-06-05,25.474038,74.010939,32.270836
2012-06-06,26.224588,75.145765,32.874483
2012-06-07,26.117366,75.179952,32.729079
2012-06-08,26.492641,76.310831,33.152071
2012-06-11,25.822507,75.107625,32.896515
2012-06-12,26.170978,75.763802,33.134446
2012-06-13,26.028015,75.237812,33.134448
2012-06-14,26.215653,75.154965,33.600254
2012-06-15,26.823242,75.49686,33.755522
2012-06-18,26.662409,77.028808,33.706727
2012-06-19,27.43083,77.243156,33.600254
2012-06-20,27.636338,77.023548,33.520401
2012-06-21,26.930462,75.962363,33.125574
2012-06-22,27.43083,76.544899,33.245355
2012-06-25,26.689215,75.055031,33.169936
2012-06-26,26.823242,75.220719,33.307462
2012-06-27,26.957268,75.545514,33.866429
2012-06-28,26.724955,74.82885,33.968464
2012-06-29,27.332543,76.794747,34.68714
2012-07-02,27.305737,77.915106,35.010986
2012-07-03,27.484441,78.821125,35.117458
2012-07-05,27.43083,80.205799,34.802481
2012-07-06,26.975139,79.671916,34.669395
2012-07-09,26.805371,80.725215,34.593979
2012-07-10,26.573058,79.978311,34.593979
